Title	Venue	Year	Authors
Industrial Program Comprehension Challenge 2011: Archeology and Anthropology of Embedded Control Systems.	ICPC	2011	["Andrew Begel", "Jochen Quante"]
Trustrace: Improving Automated Trace Retrieval through Resource Trust Analysis.	ICPC	2011	["Nasir Ali"]
On the Effect of the Query in IR-based Concept Location.	ICPC	2011	["Sonia Haiduc", "Andrian Marcus"]
Scalable Automatic Concept Mining from Execution Traces.	ICPC	2011	["Soumaya Medini"]
An Empirical Study of the Impacts of Clones in Software Maintenance.	ICPC	2011	["Manishankar Mondal", "Md. Saidur Rahman", "Ripon K. Saha", "Chanchal K. Roy", "Jens Krinke", "Kevin A. Schneider"]
Keynotes.	ICPC	2011	["Leon Moonen"]
Towards a Benchmark and Automatic Calibration for IR-Based Concept Location.	ICPC	2011	["Scott David Ohlemacher", "Andrian Marcus"]
Satisfying Programmers' Information Needs in API-Based Programming.	ICPC	2011	["Chandan Raj Rupakheti", "Daqing Hou"]
A Systematic Analysis of Software Architecture Visualization Techniques.	ICPC	2011	["Zohreh Sharafi"]
Context and Vision: Studying Two Factors Impacting Program Comprehension.	ICPC	2011	["Z\u00e9phyrin Soh"]
Invited Talk.	ICPC	2011	["Margaret-Anne D. Storey"]
Modeling Framework API Evolution as a Multi-objective Optimization Problem.	ICPC	2011	["Wei Wu"]
Conflict-Aware Optimal Scheduling of Code Clone Refactoring: A Constraint Programming Approach.	ICPC	2011	["Minhaz F. Zibran", "Chanchal K. Roy"]
The 19th IEEE International Conference on Program Comprehension, ICPC 2011, Kingston, ON, Canada, June 22-24, 2011.		2011	[]
Case Study of Feature Location Using Dependence Graph, after 10 Years.	ICPC	2010	["Kunrong Chen", "Vaclav Rajlich"]
Automatic Extraction of a WordNet-Like Identifier Network from Software.	ICPC	2010	["Jean-R\u00e9my Falleri", "Marianne Huchard", "Mathieu Lafourcade", "Cl\u00e9mentine Nebut", "Violaine Prince", "Michel Dao"]
Using Data Fusion and Web Mining to Support Feature Location in Software.	ICPC	2010	["Meghan Revelle", "Bogdan Dit", "Denys Poshyvanyk"]
Extracting Source Code from E-Mails.	ICPC	2010	["Alberto Bacchelli", "Marco D'Ambros", "Michele Lanza"]
Visual Support for Understanding Product Lines.	ICPC	2010	["Janet Feigenspan", "Christian K\u00e4stner", "Mathias Frisch", "Raimund Dachselt", "Sven Apel"]
Patrools: Visualizing the Polymorphic Usage of Class Hierarchies.	ICPC	2010	["Petru Florin Mihancea"]
Renaming Parts of Identifiers Consistently within Code Clones.	ICPC	2010	["Patricia Jablonski", "Daqing Hou"]
DepDigger: A Tool for Detecting Complex Low-Level Dependencies.	ICPC	2010	["Dirk Beyer", "Ashgan Fararooy"]
CheckDep: A Tool for Tracking Software Dependencies.	ICPC	2010	["Dirk Beyer", "Ashgan Fararooy"]
Featureous: A Tool for Feature-Centric Analysis of Java Software.	ICPC	2010	["Andrzej Olszak", "Bo N\u00f8rregaard J\u00f8rgensen"]
DynaRIA: A Tool for Ajax Web Application Comprehension.	ICPC	2010	["Domenico Amalfitano", "Anna Rita Fasolino", "Armando Polcaro", "Porfirio Tramontana"]
The ConAn Tool to Identify Crosscutting Concerns in Object Oriented Systems.	ICPC	2010	["Mario Luca Bernardi", "Giuseppe A. Di Lucca"]
Unibench: A Tool for Automated and Collaborative Benchmarking.	ICPC	2010	["Daniel Rolls", "Carl Joslin", "Sven-Bodo Scholz"]
Recovering Traceability Links between Business Process and Software System Components.	ICPC	2010	["Lerina Aversano", "Fiammetta Marulli", "Maria Tortorella"]
Multi-touch for Software Exploration.	ICPC	2010	["Sandro Boccuzzo", "Harald C. Gall"]
Towards Developing a Meta-model for Comprehending Software Adaptability.	ICPC	2010	["Mehdi Amoui", "Sen Li", "Edson A. Oliveira Jr.", "Ladan Tahvildari"]
Sound as an Aid in Understanding Low-Level Program Architecture.	ICPC	2010	["Lewis Berman"]
SVS, BORS, SVSi: Three Strategies to Relate Problem and Program Domains.	ICPC	2010	["Mario Marcelo Beron", "Maria Jo\u00e3o Varanda Pereira", "Nuno Oliveira", "Daniela Carneiro da Cruz"]
Contract-Based Slicing Helps on Safety Reuse.	ICPC	2010	["Sergio Areias", "Daniela Carneiro da Cruz", "Jorge Sousa Pinto"]
On the Comparability of Software Clustering Algorithms.	ICPC	2010	["Mark Shtern", "Vassilios Tzerpos"]
On the Equivalence of Information Retrieval Methods for Automated Traceability Link Recovery.	ICPC	2010	["Rocco Oliveto", "Malcom Gethers", "Denys Poshyvanyk", "Andrea De Lucia"]
Recognizing Sorting Algorithms with the C4.5 Decision Tree Classifier.	ICPC	2010	["Ahmad Taherkhani"]
A Technique for Just-in-Time Clone Detection in Large Scale Systems.	ICPC	2010	["Liliane Barbour", "Hao Yuan", "Ying Zou"]
A Simple and Effective Measure for Complex Low-Level Dependencies.	ICPC	2010	["Dirk Beyer", "Ashgan Fararooy"]
Understanding and Auditing the Licensing of Open Source Software Distributions.	ICPC	2010	["Daniel M. Germ\u00e1n", "Massimiliano Di Penta", "Julius Davies"]
Utilizing Web Search Engines for Program Analysis.	ICPC	2010	["Daniel Ratiu", "Lars Heinemann"]
Vivisection of a Non-Executable, Domain-Specific Language - Understanding (the Usage of) the P3P Language.	ICPC	2010	["Ralf L\u00e4mmel", "Ekaterina Pek"]
Visualizing the Results of Field Testing.	ICPC	2010	["Brian Chan", "Ying Zou", "Ahmed E. Hassan", "Anand Sinha"]
Studying the Impact of Social Structures on Software Quality.	ICPC	2010	["Nicolas Bettenburg", "Ahmed E. Hassan"]
An Exploratory Study of Factors Influencing Change Entropy.	ICPC	2010	["Gerardo Canfora", "Luigi Cerulo", "Massimiliano Di Penta", "Francesco Pacilio"]
Exploring the Relationships between Design Metrics and Package Understandability: A Case Study.	ICPC	2010	["Mahmoud O. Elish"]
Measuring Class Importance in the Context of Design Evolution.	ICPC	2010	["Maen Hammad", "Michael L. Collard", "Jonathan I. Maletic"]
A Cognitive Model for Software Architecture Complexity.	ICPC	2010	["Eric Bouwers", "Joost Visser", "Carola Lilienthal", "Arie van Deursen"]
Natural Language Parsing of Program Element Names for Concept Extraction.	ICPC	2010	["Surafel Lemma Abebe", "Paolo Tonella"]
Identification of Idiom Usage in C++ Generic Libraries.	ICPC	2010	["Andrew Sutton", "Ryan Holeman", "Jonathan I. Maletic"]
Aiding Software Maintenance with Copy-and-Paste Clone-Awareness.	ICPC	2010	["Patricia Jablonski", "Daqing Hou"]
Using the Kleinberg Algorithm and Vector Space Model for Software System Clustering.	ICPC	2010	["Giuseppe Scanniello", "Anna D'Amico", "Carmela D'Amico", "Teodora D'Amico"]
From Program Comprehension to People Comprehension.	ICPC	2010	["Andrew Begel"]
Influence of Synchronized Domain Visualizations on Program Comprehension.	ICPC	2010	["Nuno Oliveira", "Maria Jo\u00e3o Varanda Pereira", "Daniela Carneiro da Cruz", "Mario Marcelo Beron"]
An Eye Tracking Study on camelCase and under_score Identifier Styles.	ICPC	2010	["Bonita Sharif", "Jonathan I. Maletic"]
My Repository Runneth Over: An Empirical Study on Diversifying Data Sources to Improve Feature Search.	ICPC	2010	["Sukanya Ratanotayanon", "Hye Jung Choi", "Susan Elliott Sim"]
Connecting Traces: Understanding Client-Server Interactions in Ajax Applications.	ICPC	2010	["Nick Matthijssen", "Andy Zaidman", "Margaret-Anne D. Storey", "R. Ian Bull", "Arie van Deursen"]
The 18th IEEE International Conference on Program Comprehension, ICPC 2010, Braga, Minho, Portugal, June 30-July 2, 2010.		2010	[]
Intensions are a key to program comprehension.	ICPC	2009	["V\u00e1clav Rajlich"]
Variable granularity for improving precision of impact analysis.	ICPC	2009	["Maksym Petrenko", "V\u00e1clav Rajlich"]
Automatically identifying changes that impact code-to-design traceability.	ICPC	2009	["Maen Hammad", "Michael L. Collard", "Jonathan I. Maletic"]
Automatic classication of large changes into maintenance categories.	ICPC	2009	["Abram Hindle", "Daniel M. Germ\u00e1n", "Michael W. Godfrey", "Richard C. Holt"]
A plethora of paths.	ICPC	2009	["Eric Larson"]
Practical static analysis for inference of security-related program properties.	ICPC	2009	["Yin Liu", "Ana Milanova"]
Impact analysis and visualization toolkit for static crosscutting in AspectJ.	ICPC	2009	["Dehua Zhang", "Ekwa Duala-Ekoko", "Laurie J. Hendren"]
BugFix: A learning-based tool to assist developers in fixing bugs.	ICPC	2009	["Dennis Jeffrey", "Min Feng", "Neelam Gupta", "Rajiv Gupta"]
Resumption strategies for interrupted programming tasks.	ICPC	2009	["Chris Parnin", "Spencer Rugaber"]
Using activity traces to characterize programming behaviour beyond the lab.	ICPC	2009	["Gail C. Murphy", "Petcharat Viriyakattiyaporn", "David C. Shepherd"]
An in-vivo study of the cognitive levels employed by programmers during software maintenance.	ICPC	2009	["Tara Kelly", "Jim Buckley"]
Trace visualization for program comprehension: A controlled experiment.	ICPC	2009	["Bas Cornelissen", "Andy Zaidman", "Arie van Deursen", "Bart Van Rompaey"]
Using spoken text to aid debugging: An empirical study.	ICPC	2009	["Andreas Stefik", "Ed Gellenbeck"]
Sonification design guidelines to enhance program comprehension.	ICPC	2009	["Khaled Hussein", "Eli Tilevich", "Ivica Ico Bukvic", "SooBeen Kim"]
Instrumenting time-sensitive software for feature location.	ICPC	2009	["Dennis Edwards", "Norman Wilde", "Sharon Simmons", "Eric Golden"]
Crosscutting patterns and design stability: An exploratory analysis.	ICPC	2009	["Eduardo Figueiredo", "Bruno Carreiro da Silva", "Cl\u00e1udio Sant'Anna", "Alessandro F. Garcia", "Jon Whittle", "Daltro Jos\u00e9 Nunes"]
On the role of the nouns in IR-based traceability recovery.	ICPC	2009	["Giovanni Capobianco", "Andrea De Lucia", "Rocco Oliveto", "Annibale Panichella", "Sebastiano Panichella"]
To camelcase or under_score.	ICPC	2009	["David Binkley", "Marcia Davis", "Dawn Lawrie", "Christopher Morrell"]
Reading the documentation of invoked API functions in program comprehension.	ICPC	2009	["Uri Dekel", "James D. Herbsleb"]
The effectiveness of source code obfuscation: An experimental assessment.	ICPC	2009	["Mariano Ceccato", "Massimiliano Di Penta", "Jasvir Nagra", "Paolo Falcarin", "Filippo Ricca", "Marco Torchiano", "Paolo Tonella"]
The loss of architectural knowledge during system evolution: An industrial case study.	ICPC	2009	["Martin Feilkas", "Daniel Ratiu", "Elmar J\u00fcrgens"]
Dn-based architecture assessment of Java Open Source software systems.	ICPC	2009	["Alexander Serebrenik", "Serguei A. Roubtsov", "Mark van den Brand"]
Standing on the shoulders of giants - A data fusion approach to design pattern detection.	ICPC	2009	["G\u00fcnter Kniesel", "Alexander Binun"]
An exploratory study on assessing feature location techniques.	ICPC	2009	["Meghan Revelle", "Denys Poshyvanyk"]
Natural language parsing for fact extraction from source code.	ICPC	2009	["Jens Nilsson", "Welf L\u00f6we", "Johan Hall", "Joakim Nivre"]
An empirical exploration of regularities in open-source software lexicons.	ICPC	2009	["Derrin Pierret", "Denys Poshyvanyk"]
Vector space analysis of software clones.	ICPC	2009	["Scott Grant", "James R. Cordy"]
CnP: Towards an environment for the proactive management of copy-and-paste programming.	ICPC	2009	["Daqing Hou", "Patricia Jablonski", "Ferosh Jacob"]
Syntax tree fingerprinting for source code similarity detection.	ICPC	2009	["Michel Chilowicz", "\u00c9tienne Duris", "Gilles Roussel"]
Methods for selecting and improving software clustering algorithms.	ICPC	2009	["Mark Shtern", "Vassilios Tzerpos"]
Supporting task-oriented navigation in IDEs with configurable HeatMaps.	ICPC	2009	["David R\u00f6thlisberger", "Oscar Nierstrasz", "St\u00e9phane Ducasse", "Damien Pollet", "Romain Robbes"]
A case for concept programs.	ICPC	2009	["Reinhard Schauer", "Rudolf K. Keller"]
Profile-based type reconstruction for decompilation.	ICPC	2009	["Katerina Troshina", "Alexander Chernov", "Alexander Fokin"]
An empirical study on the comprehension of stereotyped UML class diagram layouts.	ICPC	2009	["Bonita Sharif", "Jonathan I. Maletic"]
Who can help me with this change request?	ICPC	2009	["Huzefa H. Kagdi", "Denys Poshyvanyk"]
Working session: Using eye-tracking to understand program comprehension.	ICPC	2009	["Yann-Ga\u00ebl Gu\u00e9h\u00e9neuc", "Huzefa H. Kagdi", "Jonathan I. Maletic"]
TDD = too dumb developers? Implications of Test-Driven Development on maintainability and comprehension of software.	ICPC	2009	["Marco Torchiano", "Alberto Sillitti"]
OGAN: Visualizing object interaction scenarios based on dynamic interaction context.	ICPC	2009	["Munakata Satoshi", "Takashi Ishio", "Katsuro Inoue"]
CRISTA: A tool to support code comprehension based on visualization and reading technique.	ICPC	2009	["Daniel Porto", "Manoel G. Mendon\u00e7a", "Sandra Camargo Pinto Ferraz Fabbri"]
Kenyon-web: Reconfigurable web-based feature extractor.	ICPC	2009	["Sunghun Kim", "Shivkumar Shivaji", "E. James Whitehead Jr."]
Prototyping synchronization policies for existing programs.	ICPC	2009	["Yi Huang", "Laura K. Dillon", "R. E. Kurt Stirewalt"]
Proposing a visual approach to support the characterization of software comprehension activities.	ICPC	2009	["Glauco de Figueiredo Carneiro", "Manoel G. Mendon\u00e7a", "Rodrigo Chaves Magnavita"]
SODBeans.	ICPC	2009	["Andreas Stefik", "Andrew Haywood", "Shahzada Mansoor", "Brock Dunda", "Daniel Garcia"]
Design pattern directed clustering for understanding open source code.	ICPC	2009	["Zhixiong Han", "Linzhang Wang", "Liqian Yu", "Xin Chen", "Jianhua Zhao", "Xuandong Li"]
A bug you like: A framework for automated assignment of bugs.	ICPC	2009	["Olga Baysal", "Michael W. Godfrey", "Robin Cohen"]
Creating task-based concern maps by merging concern fragments.	ICPC	2009	["Sukanya Ratanotayanon", "Susan Elliott Sim"]
Towards pie tree visualization of graphs and large software architectures.	ICPC	2009	["Mireille Samia", "Michael Leuschel"]
Structure transition graphs: An ECG for program comprehension?	ICPC	2009	["Susan Elliott Sim", "Sukanya Ratanotayanon", "Leyna Cotran"]
Enabling more precise dependency analysis in event-based systems.	ICPC	2009	["Daniel Popescu", "Joshua Garcia", "Nenad Medvidovic"]
Observation of Open Source programmers' information seeking.	ICPC	2009	["Khaironi Yatim Sharif", "Jim Buckley"]
Creating and maintaining tutorials with DEFT.	ICPC	2009	["Andreas Bartho"]
Improving program comprehension by enhancing program constructs: An analysis of the Umple language.	ICPC	2009	["Andrew Forward", "Timothy C. Lethbridge", "Dusan Brestovansky"]
Capturing Java naming conventions with first-order Markov models.	ICPC	2009	["Erik Linstead", "Lindsey Hughes", "Cristina Videira Lopes", "Pierre Baldi"]
Automatic detection of internal queues and stages in message processing systems.	ICPC	2009	["Suman Karumuri", "Steven P. Reiss"]
TaskBoard: Tracking pertinent task artifacts and plans.	ICPC	2009	["Chris Parnin", "Carsten G\u00f6rg", "Spencer Rugaber"]
Representing source code with Granular hierarchical structures.	ICPC	2009	["Benjapol Auprasert", "Yachai Limpiyakorn"]
The 17th IEEE International Conference on Program Comprehension, ICPC 2009, Vancouver, British Columbia, Canada, May 17-19, 2009.		2009	[]
Scalable Program Comprehension for Analyzing Complex Defects.	ICPC	2008	["Suraj C. Kothari"]
The Reuse of Grammars with Embedded Semantic Actions.	ICPC	2008	["Terence Parr"]
Partial Domain Comprehension in Software Evolution and Maintenance.	ICPC	2008	["Maksym Petrenko", "V\u00e1clav Rajlich", "Radu Vanciu"]
Refining Existing Theories of Program Comprehension During Maintenance for Concurrent Software.	ICPC	2008	["Scott D. Fleming", "Eileen Kraemer", "R. E. Kurt Stirewalt", "Laura K. Dillon", "Shaohua Xie"]
Identifying Architectural Change Patterns in Object-Oriented Systems.	ICPC	2008	["Xinyi Dong", "Michael W. Godfrey"]
A Toolkit for Visualizing the Runtime Behavior of TinyOS Applications.	ICPC	2008	["Andrew R. Dalton", "Jason O. Hallstrom"]
CERBERUS: Tracing Requirements to Source Code Using Information Retrieval, Dynamic Analysis, and Program Analysis.	ICPC	2008	["Marc Eaddy", "Alfred V. Aho", "Giuliano Antoniol", "Yann-Ga\u00ebl Gu\u00e9h\u00e9neuc"]
Exploiting Runtime Information in the IDE.	ICPC	2008	["David R\u00f6thlisberger", "Orla Greevy", "Oscar Nierstrasz"]
Do Dynamic Object Process Graphs Support Program Understanding? - A Controlled Experiment.	ICPC	2008	["Jochen Quante"]
Impact of Limited Memory Resources.	ICPC	2008	["David Binkley", "Dawn Lawrie", "Steve Maex", "Christopher Morrell"]
Data Model Comprehension: An Empirical Comparison of ER and UML Class Diagrams.	ICPC	2008	["Andrea De Lucia", "Carmine Gravino", "Rocco Oliveto", "Genoveffa Tortora"]
A Traceability Technique for Specifications.	ICPC	2008	["Ahron Abadi", "Mordechai Nisenson", "Yahalomit Simionovici"]
On the Use of Domain Terms in Source Code.	ICPC	2008	["Sonia Haiduc", "Andrian Marcus"]
Identifying Word Relations in Software: A Comparative Study of Semantic Similarity Tools.	ICPC	2008	["Giriprasad Sridhara", "Emily Hill", "Lori L. Pollock", "K. Vijay-Shanker"]
Reading Beside the Lines: Indentation as a Proxy for Complexity Metric.	ICPC	2008	["Abram Hindle", "Michael W. Godfrey", "Richard C. Holt"]
Mendel: A Model, Metrics, and Rules to Understand Class Hierarchies.	ICPC	2008	["Simon Denier", "Yann-Ga\u00ebl Gu\u00e9h\u00e9neuc"]
Scenario-Based Comparison of Clone Detection Techniques.	ICPC	2008	["Chanchal Kumar Roy", "James R. Cordy"]
Combining Preprocessor Slicing with C/C++ Language Slicing.	ICPC	2008	["L\u00e1szl\u00f3 Vid\u00e1cs", "Judit J\u00e1sz", "\u00c1rp\u00e1d Besz\u00e9des", "Tibor Gyim\u00f3thy"]
NICAD: Accurate Detection of Near-Miss Intentional Clones Using Flexible Pretty-Printing and Code Normalization.	ICPC	2008	["Chanchal Kumar Roy", "James R. Cordy"]
What's a Typical Commit? A Characterization of Open Source Software Repositories.	ICPC	2008	["Abdulkareem Alali", "Huzefa H. Kagdi", "Jonathan I. Maletic"]
Assessing Software Archives with Evolutionary Clusters.	ICPC	2008	["Adam Vanya", "Lennart Holland", "A. Steven Klusener", "Pi\u00ebrre van de Laar", "Hans van Vliet"]
Reusing Program Investigation Knowledge for Code Understanding.	ICPC	2008	["Martin P. Robillard", "Putra Manggala"]
Automated Identification of Tasks in Development Sessions.	ICPC	2008	["Irina Diana Coman", "Alberto Sillitti"]
Re-Engineering a Reverse Engineering Portal to a Distributed SOA.	ICPC	2008	["William M. Mongan", "Maxim Shevertalov", "Spiros Mancoridis"]
Checklist Inspections and Modifications: Applying Bloom's Taxonomy to Categorise Developer Comprehension.	ICPC	2008	["David A. McMeekin", "Brian R. von Konsky", "Elizabeth Chang", "David J. A. Cooper"]
Aspect Mining in Procedural Object Oriented Code.	ICPC	2008	["Muhammad Usman Bhatti", "St\u00e9phane Ducasse", "Awais Rashid"]
An Approach for Mapping Features to Code Based on Static and Dynamic Analysis.	ICPC	2008	["Abhishek Rohatgi", "Abdelwahab Hamou-Lhadj", "Juergen Rilling"]
Evaluating the Reference and Representation of Domain Concepts in APIs.	ICPC	2008	["Daniel Ratiu", "Jan J\u00fcrjens"]
Ensuring Well-Behaved Usage of APIs through Syntactic Constraints.	ICPC	2008	["Martin Feilkas", "Daniel Ratiu"]
A Tool for Visual Understanding of Source Code Dependencies.	ICPC	2008	["Martin Pinzger", "Katja Grafenhain", "Patrick Knab", "Harald C. Gall"]
How to Interconnect Operational and Behavioral Views of Web Applications.	ICPC	2008	["Ruben Filipe Cardoso da Fonseca", "Daniela Carneiro da Cruz", "Pedro Rangel Henriques", "Maria Jo\u00e3o Varanda Pereira"]
Locating and Understanding Features of Complex Software Systems by Synchronizing Time-, Collaboration- and Code-Focused Views on Execution Traces.	ICPC	2008	["Johannes Bohnet", "Stefan Voigt", "J\u00fcrgen D\u00f6llner"]
Support for Understanding GUI Programs by Visualizing Execution Traces Synchronized with Screen Transitions.	ICPC	2008	["Tatsuya Sato", "Buntarou Shizuki", "Jiro Tanaka"]
Semantic Technologies in System Maintenance (STSM 2008).	ICPC	2008	["Juergen Rilling", "Ren\u00e9 Witte", "Dragan Gasevic", "Jeff Z. Pan"]
Industrial Realities of Program Comprehension (IRPC 2008).	ICPC	2008	["Thomas R. Dean", "Joost Visser"]
Query Technologies and Applications for Program Comprehension (QTAPC 2008).	ICPC	2008	["Mathieu Verbaere", "Michael W. Godfrey", "Tudor G\u00eerba"]
The 16th IEEE International Conference on Program Comprehension, ICPC 2008, Amsterdam, The Netherlands, June 10-13, 2008.		2008	["Ren\u00e9 L. Krikhaar", "Ralf L\u00e4mmel", "Chris Verhoef"]
Search Based Software Engineering for Program Comprehension.	ICPC	2007	["Mark Harman"]
Making the Code Look Like the Design - Aspects and Other Recent Work.	ICPC	2007	["Gregor Kiczales"]
Reducing Program Comprehension Effort in Evolving Software by Recognizing Feature Implementation Convergence.	ICPC	2007	["Jay Kothari", "Trip Denton", "Ali Shokoufandeh", "Spiros Mancoridis"]
Recovering Concepts from Source Code with Automated Concept Identification.	ICPC	2007	["Maurice M. Carey", "Gerald C. Gannod"]
Combining Formal Concept Analysis with Information Retrieval for Concept Location in Source Code.	ICPC	2007	["Denys Poshyvanyk", "Andrian Marcus"]
Understanding Execution Traces Using Massive Sequence and Circular Bundle Views.	ICPC	2007	["Bas Cornelissen", "Danny Holten", "Andy Zaidman", "Leon Moonen", "Jarke J. van Wijk", "Arie van Deursen"]
Tracking Objects to Detect Feature Dependencies.	ICPC	2007	["Adrian Lienhard", "Orla Greevy", "Oscar Nierstrasz"]
WAD: A Feasibility study using the Wicked Audio Debugger.	ICPC	2007	["Andreas Stefik", "Roger T. Alexander", "Robert Patterson", "Jonathan Brown"]
A Hybrid Program Model for Object-Oriented Reverse Engineering.	ICPC	2007	["Michael W. Godfrey"]
From Reality to Programs and (Not Quite) Back Again.	ICPC	2007	["Daniel Ratiu", "Florian Deissenboeck"]
A Comparative Study of Three Program Exploration Tools.	ICPC	2007	["Brian de Alwis", "Gail C. Murphy", "Martin P. Robillard"]
Assessing the Comprehension of UML Class Diagrams via Eye Tracking.	ICPC	2007	["Shehnaaz Yusuf", "Huzefa H. Kagdi", "Jonathan I. Maletic"]
Empirical Evaluation of a UML Sequence Diagram with Adornments to Support Understanding of Thread Interactions.	ICPC	2007	["Shaohua Xie", "Eileen Kraemer", "R. E. Kurt Stirewalt"]
Detecting Interaction Coupling from Task Interaction Histories.	ICPC	2007	["Lijie Zou", "Michael W. Godfrey", "Ahmed E. Hassan"]
Mining Software Repositories for Traceability Links.	ICPC	2007	["Huzefa H. Kagdi", "Jonathan I. Maletic", "Bonita Sharif"]
Characterizing and Understanding Development Sessions.	ICPC	2007	["Romain Robbes", "Michele Lanza"]
Evaluating Aspect Mining Techniques: A Case Study.	ICPC	2007	["Chanchal Kumar Roy", "Mohammad Gias Uddin", "Banani Roy", "Thomas R. Dean"]
Using Bayesian Belief Networks to Predict Change Propagation in Software Systems.	ICPC	2007	["Siavash Mirarab", "Alaa Hassouna", "Ladan Tahvildari"]
A Non-conservative Approach to Software Pattern Detection.	ICPC	2007	["Niklas Pettersson", "Welf L\u00f6we"]
Recovering Workflows from Multi Tiered E-commerce Systems.	ICPC	2007	["Maokeng Hung", "Ying Zou"]
Error Report Driven Post-Mortem Analysis.	ICPC	2007	["Yi Zhang", "S. Purushothaman Iyer"]
Interactive Views to Improve the Comprehension of UML Models - An Experimental Validation.	ICPC	2007	["Christian F. J. Lange", "Michel R. V. Chaudron"]
Program Comprehension through Software Habitability.	ICPC	2007	["Richard Wettel", "Michele Lanza"]
Scenario Explorer: Interactive Visualization of Use Cases.	ICPC	2007	["Rogardt Heldal", "Jenny Samuelsson", "Ola Sundin"]
Metrics for Measuring the Effectiveness of Decompilers and Obfuscators.	ICPC	2007	["Nomair A. Naeem", "Michael Batchelder", "Laurie J. Hendren"]
Constructing Usage Scenarios for API Redocumentation.	ICPC	2007	["Juanjuan Jiang", "Johannes Koskinen", "Anna Ruokonen", "Tarja Syst\u00e4"]
Software Comprehension through Concern-based Queries.	ICPC	2007	["Tommi Reinikainen", "Imed Hammouda", "Juha Laiho", "Kai Koskimies", "Tarja Syst\u00e4"]
Enforcing Constraints Between Documentary Comments and Source Code.	ICPC	2007	["C. Dylan Shearer", "Michael L. Collard"]
15 Years of Program Comprehension.	ICPC	2007	["Scott R. Tilley"]
Designing your Next Empirical Study on Program Comprehension.	ICPC	2007	["Massimiliano Di Penta", "R. E. Kurt Stirewalt", "Eileen Kraemer"]
Comprehending Aspect-Oriented Programs: Challenges and Open Issues.	ICPC	2007	["Giuseppe A. Di Lucca", "Michael Smit", "Bruce Fraser", "Eleni Stroulia", "H. James Hoover"]
Lagrein: Visualizing User Requirements and Development Effort.	ICPC	2007	["Andrejs Jermakovics", "Marco Scotto", "Alberto Sillitti", "Giancarlo Succi"]
Use of a Genetic Algorithm to Identify Source Code Metrics Which Improves Cognitive Complexity Predictive Models.	ICPC	2007	["Rodrigo A. Vivanco"]
15th International Conference on Program Comprehension (ICPC 2007), June 26-29, 2007, Banff, Alberta, Canada.		2007	[]
Evolving a Legacy Application Portfolio at Sallie Mae: Program Comprehension and Beyond.	ICPC	2006	["Robert S. Autor"]
What's in a Name? A Study of Identifiers.	ICPC	2006	["Dawn Lawrie", "Christopher Morrell", "Henry Feild", "David Binkley"]
Building Usage Contexts During Program Comprehension.	ICPC	2006	["Chris Parnin", "Carsten G\u00f6rg"]
Digging the Development Dust for Refactorings.	ICPC	2006	["Curtis Schofield", "Brendan Tansey", "Zhenchang Xing", "Eleni Stroulia"]
Classifying Change Types for Qualifying Change Couplings.	ICPC	2006	["Beat Fluri", "Harald C. Gall"]
Studying the Evolution of Software Systems Using Change Clusters.	ICPC	2006	["Jay Kothari", "Ali Shokoufandeh", "Spiros Mancoridis", "Ahmed E. Hassan"]
How Developers Copy.	ICPC	2006	["Mihai Balint", "Radu Marinescu", "Tudor G\u00eerba"]
Combining Probabilistic Ranking and Latent Semantic Indexing for Feature Identification.	ICPC	2006	["Denys Poshyvanyk", "Andrian Marcus", "V\u00e1clav Rajlich", "Yann-Ga\u00ebl Gu\u00e9h\u00e9neuc", "Giuliano Antoniol"]
Program Redocumentation: Lessons Learned & Future Challenges.	ICPC	2006	["Scott R. Tilley"]
A Synergistic Approach to Program Comprehension.	ICPC	2006	["Bradley L. Vinz", "Letha H. Etzkorn"]
How Webmining and Coupling Metrics Improve Early Program Comprehension.	ICPC	2006	["Andy Zaidman", "Bart Du Bois", "Serge Demeyer"]
Programs are Knowledge Bases.	ICPC	2006	["Daniel Ratiu", "Florian Deissenboeck"]
Dynamic Analysis of Software Systems using Execution Pattern Mining.	ICPC	2006	["Hossein Safyallah", "Kamran Sartipi"]
Layered Program Auralization: Using Music to Increase Runtime Program Comprehension and Debugging Effectiveness.	ICPC	2006	["Andreas Stefik", "Kelly Fitz", "Roger T. Alexander"]
Integrating Reverse Engineering Tools Using a Service-Sharing Methodology.	ICPC	2006	["Dean Jin", "James R. Cordy"]
An Architecture to Support Model Driven Software Visualization.	ICPC	2006	["R. Ian Bull", "Margaret-Anne D. Storey", "Jean-Marie Favre", "Marin Litoiu"]
Using Abstraction-driven Slicing for Postmortem Analysis of Software.	ICPC	2006	["Raoul Praful Jetley", "Yi Zhang", "S. Purushothaman Iyer"]
Automated Extraction of Database Interactions in Web Applications.	ICPC	2006	["Minh Ngoc Ngo", "Hee Beng Kuan Tan", "Doanh Trinh"]
An Approach for Extracting Workflows from E-Commerce Applications.	ICPC	2006	["Ying Zou", "Maokeng Hung"]
Leveraged Quality Assessment using Information Retrieval Techniques.	ICPC	2006	["Dawn J. Lawrie", "Henry Feild", "David Binkley"]
A Metric-Based Heuristic Framework to Detect Object-Oriented Design Flaws.	ICPC	2006	["Mazeiar Salehie", "Shimin Li", "Ladan Tahvildari"]
Identification of Design Roles for the Assessment of Design Quality in Enterprise Applications.	ICPC	2006	["Cristina Marinescu"]
