Title	Venue	Year	Authors
The Relationship of Slicing and Debugging to Program Understanding.	IWPC	1999	["Margaret Ann Francel", "Spencer Rugaber"]
Parsing C++ Despite Missing Declarations.	IWPC	1999	["Gregory Knapen", "Bruno Lagu\u00eb", "Michel Dagenais", "Ettore Merlo"]
Slicing Concurrent Java Programs.	IWPC	1999	["Jianjun Zhao"]
A Case Study of Applying an Eclectic Approach to Identify Objects in Code.	IWPC	1999	["Gerardo Canfora", "Aniello Cimitile", "Andrea De Lucia", "Giuseppe A. Di Lucca"]
On Managing Classes for Evolving Software.	IWPC	1999	["Liwu Li"]
Evolving Object Oriented Design to Improve Code Traceability.	IWPC	1999	["Giuliano Antoniol", "Alessandra Potrich", "Paolo Tonella", "Roberto Fiutem"]
Empirical Evaluation of Hypertextual Information Access from Program Text.	IWPC	1999	["Jussi Koskinen"]
On the Role of Static Analysis during Software Maintenance.	IWPC	1999	["Anneliese von Mayrhauser", "Stephen Lang"]
The Evolution of Websites.	IWPC	1999	["Paul Warren", "Cornelia Boldyreff", "Malcolm Munro"]
Recovery of Jump Table Case Statements from Binary Code.	IWPC	1999	["Cristina Cifuentes", "Mike Van Emmerik"]
The SPARAMAT Approach to Automatic Comprehension of Sparse Matrix Computations.	IWPC	1999	["Christoph W. Ke\u00dfler", "Craig Smith"]
Program Simplification as a Means of Approximating Undecidable Propositions.	IWPC	1999	["Mark Harman", "Chris Fox", "Robert M. Hierons", "David Binkley", "Sebastian Danicic"]
Comprehending a Complex, Distributed, Object-Oriented Software System a Report from the Field.	IWPC	1999	["Harry M. Sneed", "Tomas Dombovari"]
7th International Workshop on Program Comprehension (IWPC '99), May 5-7, 1999 - Pittsburgh, PA, USA.		1999	[]
Pattern Visualization for Software Comprehension.	IWPC	1998	["Reinhard Schauer", "Rudolf K. Keller"]
Visualizing Year 2000 Program Changes.	IWPC	1998	["Susan K. Burkwald", "Stephen G. Eick", "Kurt D. Rivard", "John D. Pyrce"]
Visualizing Software in Virtual Reality.	IWPC	1998	["Peter Young", "Malcolm Munro"]
Developing an Approach for the Recovery of Distributed Software Architectures.	IWPC	1998	["Nabor C. Mendon\u00e7a", "Jeff Kramer"]
An Analysis Framework for Understanding Layered Software Architectures.	IWPC	1998	["Bruno Lagu\u00eb", "Charles Leduc", "Andr\u00e9 Le Bon", "Ettore Merlo", "Michel Dagenais"]
Using Automatic Clustering to Produce High-Level System Organizations of Source Code.	IWPC	1998	["Spiros Mancoridis", "Brian S. Mitchell", "Chris Rorres", "Yih-Farn Chen", "Emden R. Gansner"]
An Architecture for Interoperable Program Understanding Tools.	IWPC	1998	["Steven Woods", "Liam O'Brien", "Tao Lin", "Keith Gallagher", "Alex Quilici"]
Managing a Multi-File, Multi-Language Software Repository for Program Comprehension Tools 3/4 A Generic Approach.	IWPC	1998	["Manfred Kamp"]
DIME: A Direct Manipulation Environment for Evolutionary Development of Software.	IWPC	1998	["Arun Lakhotia"]
The Effect of Object-Oriented Programming Expertise in Several Dimensions of Comprehension Strategies.	IWPC	1998	["Fran\u00e7oise D\u00e9tienne", "Jean-Marie Burkhardt", "Susan Wiedenbeck"]
Rapid System Understanding: Two COBOL Case Studies.	IWPC	1998	["Arie van Deursen", "Tobias Kuipers"]
Partial Comprehension of Complex Programs (enough to perform maintenance).	IWPC	1998	["Katalin Erd\u00f6s", "Harry M. Sneed"]
Current Parsing Techniques in Software Renovation Considered Harmful.	IWPC	1998	["Mark van den Brand", "M. P. A. Sellink", "Chris Verhoef"]
Parsing Minimization when Extracting Information from Code in the Presence of Conditional Compilation.	IWPC	1998	["St\u00e9phane S. Som\u00e9", "Timothy Lethbridge"]
Specifying the Semantics of Machine Instructions.	IWPC	1998	["Cristina Cifuentes", "Shane Sendall"]
Decomposing Legacy Programs: A First Step Towards Migrating to Client-Server Platforms.	IWPC	1998	["Gerardo Canfora", "Aniello Cimitile", "Andrea De Lucia", "Giuseppe A. Di Lucca"]
Program Slicing in Understanding of Large Programs.	IWPC	1998	["Bogdan Korel", "Juergen Rilling"]
Design Pattern Recovery in Object-Oriented Software.	IWPC	1998	["Giuliano Antoniol", "Roberto Fiutem", "L. Cristoforetti"]
Program Understanding Behavior During Adaptation of Large Scale Software.	IWPC	1998	["Anneliese von Mayrhauser", "A. Marie Vans"]
Studying Work Practices to Assist Tool Design in Software Engineering.	IWPC	1998	["Janice Singer", "Timothy Lethbridge"]
Archetypal Source Code Searches: A Survey of Software Developers and Maintainers.	IWPC	1998	["Susan Elliott Sim", "Charles L. A. Clarke", "Richard C. Holt"]
Design of a Toolset for Dynamic Analysis of Concurrent Java Program.	IWPC	1998	["Alessio Bechini", "Kuo-Chung Tai"]
The Feedback Compiler.	IWPC	1998	["David Binkley", "Bruce Duncan", "Brennan Jubb", "April Wielgosz"]
Automatic Detection of Interaction Patterns for Parallel Program Analysis and Development .	IWPC	1998	["Beniamino Di Martino", "Antonino Mazzeo", "Nicola Mazzocca", "Umberto Villano"]
6th International Workshop on Program Comprehension (IWPC '98), June 24-26, 1998, Ischia, Italy.		1998	[]
