package_id,code_count,word_count
598,0,827
599,5,243
600,2,108
601,0,1
602,3,111
603,6,227
604,2,280
605,3,346
606,0,3
607,4,243
608,17,962
609,0,133
610,0,1
611,3,450
612,0,117
613,6,578
614,0,36
615,9,792
616,5,864
617,0,133
618,0,133
619,0,21
620,0,9
621,0,1
622,5,516
623,0,33
624,0,84
625,0,90
626,0,1
627,2,82
628,19,1861
629,4,558
630,2,155
631,3,354
632,1,323
633,0,1
634,1,234
635,1,26
636,0,33
637,3,447
638,3,391
639,1,92
640,2,224
641,3,777
642,0,12
643,0,14
644,6,309
645,5,286
646,3,259
647,0,1861
648,1,135
649,2,69
650,1,80
651,1,152
652,0,1
653,3,652
654,5,542
655,0,14
656,3,650
657,0,100
658,3,588
659,0,1
660,0,8
661,1,585
663,1,519
664,4,603
665,1,244
666,1,118
667,1,461
668,0,1
669,0,1
670,3,326
671,2,455
672,1,352
673,0,45
674,3,307
675,1,65
676,3,285
677,0,80
678,0,30
679,1,150
680,1,135
681,2,245
682,5,919
683,2,168
684,1,318
685,2,103
687,1,61
688,0,208
689,0,215
691,0,6
692,0,33
693,4,1121
694,0,18
695,6,1197
696,0,12
697,2,363
698,0,5
699,0,96
700,0,148
701,0,191
702,2,587
703,0,1
704,0,401
705,0,46
706,1,102
707,1,81
708,0,106
709,0,77
710,0,1
711,0,250
712,0,108
713,0,24
714,0,75
715,0,1
716,0,1
718,0,1
719,0,1
720,0,1
721,5,444
723,2,246
724,0,27
725,0,147
726,0,196
727,0,1
728,7,122
729,0,81
730,0,30
731,0,1
732,0,1
733,0,1
735,0,483
736,0,80
737,0,55
738,5,230
739,22,1592
740,0,1
741,0,1
742,1,213
743,0,19
744,0,19
745,0,2
746,0,1
747,3,814
748,0,1
749,0,1
750,8,544
751,0,1
752,0,24
753,0,1
754,1,53
756,0,1
757,0,1
758,0,1
759,0,7
760,0,7
761,0,8
762,0,6
763,0,6
764,0,7
765,0,7
766,0,7
767,0,6
768,0,6
769,0,6
770,0,8
771,0,6
772,0,7
773,0,6
774,0,6
775,0,6
776,0,6
777,0,7
778,0,618
779,2,1056
780,0,1
781,0,1
782,0,1
783,0,1
784,0,1
785,3,1914
786,0,200
787,0,40
788,0,1
789,0,1
790,0,1
791,0,3
792,0,1
793,0,1
794,0,1
795,0,1
796,0,168
798,6,554
799,0,180
800,0,12
801,0,1
802,0,1
803,0,1
804,0,1
805,0,1
806,0,1
808,0,186
809,0,7
810,0,8
811,0,2603
812,0,95
813,0,1
815,0,38
816,0,563
817,0,1
818,1,242
820,0,95
821,4,419
822,0,1
823,0,1
824,0,18
825,3,1127
826,0,18
827,0,67
828,0,43
829,0,180
830,0,1
831,0,89
832,0,1
833,2,270
834,0,1
835,0,1
836,0,128
837,0,21
838,0,77
839,0,63
840,0,127
841,0,583
842,0,283
843,0,209
844,4,528
845,2,200
846,1,305
847,0,129
848,0,171
849,0,890
850,2,253
851,0,7
852,6,488
853,0,1
854,5,595
855,1,367
856,8,730
857,1,542
858,4,952
859,0,296
860,0,306
861,0,306
862,0,306
863,0,306
864,0,306
865,0,317
866,0,317
867,0,317
868,0,317
869,0,317
870,0,317
871,0,317
872,0,317
873,0,317
874,0,264
875,0,111
876,3,343
877,0,1
878,0,1
879,0,221
880,5,571
881,0,349
882,0,368
883,1,377
884,1,124
885,0,1
886,0,265
887,0,209
888,1,197
889,0,376
890,0,296
891,0,1
892,2,298
893,4,423
894,1,318
895,3,120
896,0,1
897,1,130
898,0,1
899,8,1082
900,0,1
901,0,246
903,0,53
904,0,754
905,15,888
906,0,1
907,0,1
908,5,403
909,11,541
910,2,73
911,0,1
912,0,5
913,0,1
914,0,392
915,0,105
916,0,1
917,0,1
918,0,1
920,0,1
921,5,446
922,0,1
923,0,186
924,0,74
925,0,10
926,0,210
927,2,254
928,4,660
929,0,402
930,0,5
931,5,1271
932,0,8
933,0,1
934,0,7619
935,13,865
937,0,83
938,0,1
939,0,24
940,3,223
941,0,1
942,2,236
943,7,145
944,0,1
945,0,1
947,1,302
948,0,1
949,0,10
950,0,10
951,0,10
952,0,1
953,0,9
954,0,209
955,0,132
956,0,75
957,0,983
958,0,239
959,0,332
960,0,450
961,0,616
963,0,163
964,0,8
965,1,188
966,0,398
967,0,868
968,16,889
969,0,239
970,0,1
971,0,52
972,0,1159
973,0,20
974,0,20
975,0,1
976,0,57
977,0,57
978,0,57
979,0,57
980,0,57
981,0,57
982,0,57
983,0,57
984,0,57
985,0,57
986,0,57
987,0,57
988,0,57
989,0,57
990,0,57
991,0,57
992,0,20
993,0,57
994,0,57
995,0,57
996,0,57
997,0,59
998,0,57
999,0,57
1000,0,57
1001,0,57
1002,0,57
1003,0,934
1004,1,100
1005,11,1002
1006,0,29
1007,0,1
1009,0,1
1010,0,1
1011,0,118
1012,5,489
1013,0,4
1014,0,354
1015,0,273
1016,0,61
1017,0,1
1019,22,447
1020,0,37
1021,0,12
1022,0,108
1023,0,9
1024,0,167
1025,8,202
1026,0,1
1028,0,94
1029,0,3
1030,0,1
1031,0,323
1032,4,624
1033,1,87
1034,1,171
1035,2,2049
1036,8,309
1037,8,937
1038,0,7
1039,0,430
1040,0,199
1041,0,276
1042,0,1
1043,8,343
1044,0,1
1045,0,25
1046,1,278
1047,0,193
1049,3,128
1050,3,227
1051,3,276
1052,3,276
1053,3,413
1054,0,16
1055,0,197
1056,0,200
1057,0,938
1058,0,1
1059,0,1
1060,2,141
1061,0,1
1062,0,9
1063,0,18
1064,0,1
1065,0,1
1066,0,46
1067,0,72
1068,0,95
1069,2,184
1070,0,9
1071,1,226
1072,0,1
1073,1,84
1074,0,198
1075,3,251
1076,0,74
1077,0,1
1078,0,1
1079,0,1
1080,0,130
1081,0,1
1082,0,692
1083,0,1
1084,3,172
1085,0,285
1086,0,36
1087,0,92
1088,0,143
1089,0,4
1090,0,3
1091,0,136
1092,3,132
1093,0,1
1094,0,14
1095,0,390
1096,0,73
1097,0,1
1098,0,32
1099,0,75
1100,0,20
1102,4,430
1103,0,13
1104,0,1
1105,0,2059
1106,0,1
1107,0,1
1108,0,1
1109,3,153
1110,0,403
1111,0,1139
1112,0,184
1113,0,1
1114,21,1220
1115,1,250
1116,0,1
1117,0,57
1118,9,220
1119,0,1
1120,0,1
1121,0,1
1122,14,252
1123,2,120
1124,2,294
1125,0,863
1126,8,387
1127,0,10
1128,1,343
1129,0,1
1130,7,648
1131,0,68
1132,0,209
1133,0,1
1134,0,1020
1135,0,1
1136,0,11
1137,0,26
1138,0,859
1139,0,2
1140,12,570
1141,0,1
1142,0,1
1143,0,1
1144,0,280
1145,0,1
1146,0,1
1147,0,1
1148,0,1
1149,0,1
1150,0,1
1151,0,1
1152,0,1
1153,0,77
1154,4,235
1155,0,1
1156,15,1671
1157,15,1674
1158,0,1
1159,15,1691
1160,0,1
1161,0,1
1162,0,1
1163,0,1
1164,0,1
1165,0,1
1166,4,346
1167,3,118
1168,3,118
1169,2,46
1170,0,1782
1171,2,171
1172,7,359
1173,0,1
1174,0,71
1175,7,475
1176,0,1
1177,2,111
1178,3,347
1179,0,4
1181,0,1
1182,0,47
1185,0,78
1187,1,123
1188,0,168
1189,1,81
1190,0,477
1191,0,59
1192,0,153
1193,0,5
1194,0,92
1195,11,906
1196,0,1
1197,0,1
1198,0,1
1199,0,1
1200,0,19
1201,0,39
1202,0,1
1203,0,1
1204,0,10
1205,0,69
1206,1,303
1207,0,1
1208,0,1
1209,0,12
1210,8,363
1211,0,606
1212,0,64
1213,0,1
1214,0,139
1215,0,1
1216,0,1
1217,0,1
1218,0,1
1219,8,834
1220,0,149
1221,0,12
1222,0,549
1223,0,1
1224,0,21
1225,0,12
1226,0,5
1227,2,371
1228,2,400
1229,2,400
1230,2,425
1231,2,425
1232,2,446
1233,2,467
1234,2,467
1235,2,467
1236,2,534
1237,2,534
1238,2,534
1239,0,59
1240,0,25
1241,0,1225
1242,0,1
1243,0,81
1244,9,272
1245,0,63
1246,3,74
1247,0,4
1248,0,1
1249,0,1
1250,0,1
1251,0,1
1252,0,75
1254,0,1
1255,2,140
1256,0,1
1257,0,1
1258,0,1
1259,0,1
1260,2,358
1261,0,21
1262,0,1
1263,0,18
1264,0,1
1265,0,1
1266,0,1
1267,2,1875
1268,11,400
1269,2,152
1270,0,1
1271,3,261
1272,0,1
1273,0,144
1274,0,14
1275,0,1
1276,0,849
1277,1,38
1278,0,1
1279,0,622
1280,0,1
1281,11,798
1282,0,9
1283,0,1
1284,0,1
1285,0,1
1286,1,372
1287,0,305
1289,0,204
1290,0,1
1291,1,106
1292,10,555
1293,0,47
1294,0,1
1295,0,2369
1296,6,708
1297,0,1
1298,0,1
1299,0,40
1300,0,1
1301,1,506
1302,0,77
1303,3,434
1304,0,61
1305,0,1
1306,0,1
1307,0,1
1308,3,123
1309,0,1
1310,0,1
1311,0,1
1312,0,25
1313,0,3
1314,0,91
1315,0,1
1316,0,1
1317,0,9
1318,0,11
1319,0,1
1320,0,1
1321,0,1
1322,38,1620
1323,4,247
1324,21,1314
1325,0,1
1326,0,154
1327,0,44
1328,0,1
1329,3,106
1330,0,1
1331,0,433
1332,2,276
1333,0,2217
1334,1,179
1335,0,50
1336,0,1
1337,0,1
1338,3,789
1339,2,1438
1340,0,90
1341,0,137
1342,0,1
1343,0,1
1344,0,208
1345,0,18
1346,0,30
1347,0,1
1348,0,424
1349,0,1
1350,0,138
1351,0,133
1352,0,1
1353,16,1351
1354,0,1
1355,0,227
1356,0,1
1357,4,94
1358,3,173
1359,10,470
1360,0,570
1361,0,219
1362,0,1562
1363,0,9
1364,0,1
1365,0,278
1366,0,74
1367,0,1
1368,0,1
1369,0,75
1370,0,1
1371,1,135
1372,0,1
1373,6,259
1374,0,26
1375,0,102
1377,2,165
1378,0,1
1379,0,1
1380,6,272
1381,9,1526
1382,0,1
1383,1,172
1384,3,117
1385,0,82
1386,2,46
1387,2,148
1388,5,195
1389,0,549
1390,0,7
1391,4,1852
1392,3,154
1393,0,9
1394,0,1
1395,3,133
1396,0,66
1397,0,196
1398,0,66
1399,0,1
1400,0,99
1401,0,142
1402,1,561
1403,4,324
1404,2,910
1405,2,198
1406,0,13
1407,0,5
1408,0,6
1409,0,20
1410,0,6
1411,0,166
1412,1,78
1413,3,924
1414,11,435
1415,0,1
1416,1,33
1417,0,75
1419,2,175
1420,5,392
1421,4,252
1422,22,4014
1423,17,2075
1424,12,892
1425,18,1252
1426,4,637
1427,18,2181
1428,9,1009
1429,10,2202
1430,3,666
1431,15,1887
1432,20,2615
1433,23,2225
1434,38,3380
1435,1,419
1436,23,1848
1437,0,418
1438,0,437
1439,0,30
1440,0,30
1441,0,40
1442,0,16
1443,0,72
1444,0,1
1445,0,1
1446,1,361
1447,1,365
1448,0,108
1449,0,8
1450,0,101
1451,0,260
1452,2,460
1453,0,1
1454,2,550
1455,17,2402
1456,7,838
1457,17,2715
1458,8,715
1459,37,3674
1460,2,307
1461,0,418
1462,7,354
1463,13,659
1464,0,2893
1465,0,2879
1466,2,197
1468,14,1039
1469,5,614
1470,0,1
1471,0,1
1472,0,81
1473,2,730
1474,2,241
1475,3,644
1476,0,674
1477,0,202
1478,1,82
1479,5,791
1480,1,150
1481,0,1
1482,0,146
1483,7,228
1484,0,66
1485,10,1688
1486,8,219
1487,7,346
1488,0,377
1489,2,144
1490,0,509
1491,0,1
1492,5,1240
1493,0,1756
1494,0,450
1495,1,493
1496,3,167
1497,0,363
1498,0,526
1499,0,1
1500,3,63
1501,0,28
1502,0,40
1504,0,9
1505,0,9
1506,0,10
1507,0,9
1508,0,9
1509,0,9
1510,0,9
1511,0,9
1512,0,9
1513,0,1
1514,0,30
1515,0,14
1516,0,1
1517,0,174
1518,0,119
1519,0,305
1520,0,1
1521,0,59
1522,0,1
1523,0,1
1524,0,1
1525,20,1407
1526,0,334
1527,0,52
1528,0,1
1529,1,827
1530,1,234
1531,0,1
1532,0,921
1533,0,1
1534,1,121
1535,3,495
1536,0,1
1537,4,450
1538,1,266
1539,0,218
1540,0,1
1541,2,696
1543,0,16
1544,0,138
1545,0,9
1546,0,92
1547,4,254
1548,8,1031
1549,9,1173
1550,0,1
1551,0,1
1552,0,5
1553,10,459
1554,0,1
1555,0,1
1556,3,33
1557,4,448
1558,0,268
1559,0,274
1560,0,6
1561,0,9
1562,2,274
1563,7,1185
1564,0,22
1565,4,476
1566,0,54
1567,0,24
1568,4,415
1569,4,578
1570,0,1
1571,13,673
1572,0,1
1573,0,1
1574,2,1196
1575,0,1
1576,0,1
1577,0,51
1578,0,1
1579,0,1
1580,2,620
1581,1,138
1582,7,907
1583,3,405
1584,3,92
1585,0,1
1586,0,169
1587,2,304
1588,4,370
1589,0,4
1590,0,1019
1591,0,2642
1592,0,10
1593,0,30
1594,0,198
1595,0,5
1596,4,695
1597,0,1
1598,0,6
1599,0,1
1600,0,19
1601,0,1
1602,0,1
1603,0,63
1604,0,433
1605,0,8
1606,0,515
1607,0,32
1608,5,562
1609,1,183
1610,0,19
1611,0,32
1612,0,215
1613,7,389
1615,0,5
1616,0,53
1617,6,594
1618,0,1
1619,0,150
1620,0,1
1621,0,9
1622,0,7
1623,0,12
1624,3,172
1625,0,117
1626,0,138
1627,0,1
1628,0,1
1629,0,1
1630,0,1
1631,0,34
1632,0,1
1633,9,911
1634,1,261
1635,0,26
1636,0,7407
1637,0,7236
1638,0,7407
1639,0,7407
1640,0,7407
1641,0,7407
1642,0,7407
1643,0,7407
1644,0,25
1645,0,7407
1646,0,1
1647,0,1
1648,0,1
1649,9,797
1650,0,1
1651,0,1
1652,0,1
1653,0,345
1654,1,451
1655,1,56
1656,17,1221
1657,0,1110
1658,1,105
1659,6,334
1660,0,635
1661,0,53
1662,0,138
1663,0,606
1664,5,1498
1665,5,1526
1666,5,1580
1667,5,1597
1668,5,1612
1669,5,1648
1670,5,1665
1671,5,1685
1672,0,1
1673,0,82
1674,0,1
1675,0,1
1676,0,1
1677,0,61
1678,0,6
1679,0,1
1680,0,1
1681,0,1
1682,0,1
1683,0,1
1684,0,1
1685,0,1
1686,0,1
1687,0,1
1688,5,178
1689,0,1
1690,0,1
1691,15,838
1692,0,1
1693,0,94
1694,0,1
1695,0,23
1696,0,28
1697,0,224
1698,0,447
1699,0,1
1700,0,2
1701,0,442
1702,0,465
1703,0,465
1704,0,630
1705,0,704
1706,0,731
1707,0,743
1708,0,797
1709,0,797
1710,0,797
1711,0,797
1712,0,1
1713,0,31
1714,0,53
1715,0,461
1716,1,165
1717,0,504
1718,0,1
1719,19,2420
1720,19,2624
1721,20,2657
1722,0,103
1723,0,4
1724,0,78
1725,0,1
1726,0,1
1727,0,1
1728,0,1
1729,0,1
1730,0,1
1731,0,1
1732,0,1
1733,0,1
1734,0,1
1735,0,1
1736,0,1
1737,0,1
1738,0,1
1739,0,1
1740,0,1
1741,0,1
1742,0,1
1743,0,1
1744,0,19
1745,0,299
1746,0,6
1747,0,1
1748,0,59
1749,1,90
1750,0,81
1752,0,282
1753,1,251
1754,0,8
1755,0,104
1756,0,1
1757,0,80
1758,0,261
1759,0,1
1760,0,312
1761,3,407
1762,0,1
1763,3,307
1764,3,266
1765,0,88
1766,0,8
1767,3,233
1768,0,48
1769,0,314
1770,0,14
1771,0,1
1772,0,1
1773,0,1
1774,0,1
1775,5,278
1776,10,711
1777,0,434
1778,0,418
1779,0,37
1780,0,37
1781,0,226
1782,0,37
1783,0,37
1784,0,37
1785,0,37
1786,0,37
1787,0,37
1788,0,37
1789,0,37
1790,0,37
1791,0,86
1792,0,74
1793,0,8
1794,0,46
1795,0,1
1796,9,352
1797,0,1
1798,1,714
1799,0,20
1800,6,377
1801,0,111
1802,0,165
1803,0,1
1804,0,161
1805,4,345
1806,1,350
1807,0,35
1808,0,104
1809,4,556
1810,0,1
1811,3,120
1812,0,82
1813,0,854
1814,0,1
1815,0,1
1816,0,46
1817,0,97
1819,0,293
1820,0,293
1821,0,293
1822,0,293
1823,0,293
1824,0,1
1825,7,235
1826,2,192
1827,0,554
1828,0,76
1829,0,47
1830,0,43
1831,3,161
1832,0,82
1833,0,1
1834,0,3
1835,0,1
1836,0,1
1837,0,1
1838,0,1
1839,0,1
1840,0,1
1841,0,1
1842,0,1
1843,0,1
1844,0,1
1845,0,1
1846,0,1
1847,0,1
1848,0,1
1849,0,1
1850,0,1
1851,0,1
1852,0,1
1853,0,1
1854,0,1
1855,0,1
1856,0,1
1857,0,1
1858,0,1
1859,0,1
1860,0,1
1861,0,1
1862,0,1
1863,0,1
1864,0,1
1865,0,1
1866,0,1
1867,0,1
1868,0,1
1869,0,1
1870,0,1
1871,0,1
1872,0,1
1873,0,1
1874,0,1
1875,0,1
1876,0,1
1877,0,1
1878,0,1
1879,0,1
1880,0,1
1881,0,1
1882,0,1
1883,0,1
1884,0,1
1885,0,1
1886,0,1
1887,0,1
1888,0,1
1889,0,1
1890,0,1
1891,0,75
1892,0,1
1893,9,1509
1894,0,1
1895,3,180
1896,0,1
1898,0,340
1899,0,166
1900,0,145
1901,4,148
1902,0,1
1903,0,1003
1904,7,777
1905,1,430
1906,0,666
1907,2,366
1908,11,651
1909,5,202
1912,1,153
1913,0,87
1914,0,35
1915,1,583
1916,1,117
1917,0,461
1918,5,356
1919,0,1002
1920,4,518
1921,0,424
1922,2,317
1923,1,166
1924,0,264
1925,0,233
1926,0,159
1927,0,448
1928,0,73
1929,1,2691
1930,0,214
1931,8,1782
1932,0,181
1933,0,82
1934,0,957
1935,1,679
1936,1,268
1937,0,1
1938,0,1
1939,0,1
1940,0,1
1941,0,52
1942,0,1
1943,0,1
1944,0,1
1945,0,1
1946,0,1
1947,0,1
1948,0,1
1949,0,1
1950,0,1
1951,0,1
1952,0,1
1953,0,1
1954,0,1
1955,0,1
1956,2,1012
1957,0,444
1958,3,171
1959,0,1
1960,2,315
1961,0,1
1962,1,258
1963,2,346
1964,0,1
1965,0,19
1966,0,1
1967,0,9
1968,0,13
1969,0,1
1970,0,323
1971,2,145
1972,0,1
1973,0,1
1974,0,1
1975,0,41
1976,0,41
1977,1,716
1978,0,19
1979,2,246
1980,3,247
1981,3,1146
1982,0,1
1983,1,32
1984,0,57
1985,0,10
1986,0,1
1987,0,37
1988,0,1
1989,3,109
1990,0,1
1991,0,1
1992,0,1
1993,0,1190
1994,0,1
1995,0,1
1996,0,268
1997,0,478
1998,2,159
1999,3,124
2000,0,1
2001,0,1
2002,0,46
2003,2,197
2004,0,4295
2005,0,58
2006,0,234
2007,7,903
2008,8,370
2009,0,1
2010,0,15
2011,0,74
2012,0,203
2013,0,39
2014,0,50
2016,0,1
2017,18,1657
2018,0,182
2019,0,1
2020,0,465
2021,0,89
2022,11,992
2023,0,1
2024,2,493
2025,0,1
2026,0,1
2027,0,26
2029,0,1
2030,0,314
2031,1,1173
2032,0,1101
2033,0,30
2034,0,35
2035,8,836
2036,0,273
2037,0,93
2038,3,456
2039,8,761
2040,0,1
2041,1,131
2042,0,193
2043,0,1
2044,0,4
2045,0,69
2046,0,6
2047,3,723
2048,0,159
2049,0,1
2050,0,14
2051,2,100
2052,0,42
2053,0,91
2054,2,154
2055,5,1244
2056,0,258
2057,2,242
2058,1,220
2059,0,327
2060,0,429
2061,0,6
2062,1,287
2063,0,224
2064,0,1
2065,6,641
2066,5,266
2067,0,1
2068,1,150
2069,0,1
2071,1,140
2072,0,95
2073,4,682
2074,0,1
2075,0,45
2076,0,1
2078,0,45
2079,0,55
2080,0,35
2081,0,47
2082,0,11
2086,0,588
2087,0,1
2088,0,251
2089,0,138
2090,0,1
2091,0,58
2092,6,159
2093,0,51
2094,0,1
2095,0,1
2096,0,1
2097,0,162
2098,0,1
2099,15,413
2100,0,1
2101,0,9
2102,0,1
2103,0,1
2104,0,1
2105,0,1
2106,0,94
2107,0,96
2108,5,2074
2109,3,440
2110,1,339
2111,0,1
2112,4,394
2113,0,2694
2114,0,1
2115,2,403
2116,3,604
2117,2,350
2118,1,401
2119,0,1
2120,3,995
2121,2,369
2122,0,963
2123,6,1046
2124,4,1246
2125,0,1122
2126,6,641
2127,4,423
2128,3,523
2129,3,406
2130,1,333
2131,4,870
2132,0,302
2133,0,1
2134,0,1
2135,0,1
2136,0,1
2137,0,1
2138,0,1
2139,0,5
2140,0,136
2141,2,426
2142,0,1
2143,1,118
2144,0,10
2145,0,1
2146,0,191
2147,0,58
2148,0,2
2149,0,101
2150,0,35
2151,2,277
2153,0,1
2154,0,638
2155,0,1
2156,0,92
2157,1,609
2158,2,458
2159,2,440
2160,0,1
2161,0,381
2162,0,323
2163,0,204
2164,1,202
2165,0,192
2166,0,342
2167,0,134
2168,5,461
2169,0,8
2170,0,1
2172,0,1
2173,0,1
2174,0,44
2175,0,1
2176,0,1
2177,2,187
2178,0,49
2179,0,344
2180,0,1
