Title	Venue	Year	Authors
Dependent types for JavaScript.	OOPSLA	2012	["Ravi Chugh", "David Herman", "Ranjit Jhala"]
Eval begone!: semi-automated removal of eval from javascript programs.	OOPSLA	2012	["Fadi Meawad", "Gregor Richards", "Flor\u00e9al Morandat", "Jan Vitek"]
Formal specification of a JavaScript module system.	OOPSLA	2012	["Seonghoon Kang", "Sukyoung Ryu"]
AutoMan: a platform for integrating human-based and digital computation.	OOPSLA	2012	["Daniel W. Barowy", "Charlie Curtsinger", "Emery D. Berger", "Andrew McGregor"]
Talk versus work: characteristics of developer collaboration on the jazz platform.	OOPSLA	2012	["Subhajit Datta", "Renuka Sindhgatta", "Bikram Sengupta"]
Speculative analysis of integrated development environment recommendations.	OOPSLA	2012	["Kivan\u00e7 Muslu", "Yuriy Brun", "Reid Holmes", "Michael D. Ernst", "David Notkin"]
An empirical study of the influence of static type systems on the usability of undocumented software.	OOPSLA	2012	["Clemens Mayer", "Stefan Hanenberg", "Romain Robbes", "\u00c9ric Tanter", "Andreas Stefik"]
Software data-triggered threads.	OOPSLA	2012	["Hung-Wei Tseng", "Dean M. Tullsen"]
Efficiently combining parallel software using fine-grained, language-level, hierarchical resource management policies.	OOPSLA	2012	["Zachary R. Anderson"]
Execution privatization for scheduler-oblivious concurrent programs.	OOPSLA	2012	["Jeff Huang", "Charles Zhang"]
Integrating task parallelism with actors.	OOPSLA	2012	["Shams Mahmood Imam", "Vivek Sarkar"]
A variability-aware module system.	OOPSLA	2012	["Christian K\u00e4stner", "Klaus Ostermann", "Sebastian Erdweg"]
Gradual typing for first-class classes.	OOPSLA	2012	["Asumu Takikawa", "T. Stephen Strickland", "Christos Dimoulas", "Sam Tobin-Hochstadt", "Matthias Felleisen"]
Constrained kinds.	OOPSLA	2012	["Olivier Tardieu", "Nathaniel Nystrom", "Igor Peshansky", "Vijay A. Saraswat"]
Energy types.	OOPSLA	2012	["Michael Cohen", "Haitao Steve Zhu", "Emgin Ezgi Senem", "Yu David Liu"]
Exploiting inter-sequence correlations for program behavior prediction.	OOPSLA	2012	["Bo Wu", "Zhijia Zhao", "Xipeng Shen", "Yunlian Jiang", "Yaoqing Gao", "Ra\u00fal Silvera"]
k-Calling context profiling.	OOPSLA	2012	["Giorgio Ausiello", "Camil Demetrescu", "Irene Finocchi", "Donatella Firmani"]
Reim & ReImInfer: checking and inference of reference immutability and method purity.	OOPSLA	2012	["Wei Huang", "Ana Milanova", "Werner Dietl", "Michael D. Ernst"]
White box sampling in uncertain data processing enabled by program analysis.	OOPSLA	2012	["Tao Bao", "Yunhui Zheng", "Xiangyu Zhang"]
Detecting problematic message sequences and frequencies in distributed systems.	OOPSLA	2012	["Charles Lucas", "Sebastian G. Elbaum", "David S. Rosenblum"]
Reusing debugging knowledge via trace-based bug search.	OOPSLA	2012	["Zhongxian Gu", "Earl T. Barr", "Drew Schleck", "Zhendong Su"]
Chaperones and impersonators: run-time support for reasonable interposition.	OOPSLA	2012	["T. Stephen Strickland", "Sam Tobin-Hochstadt", "Robert Bruce Findler", "Matthew Flatt"]
Open and efficient type switch for C++.	OOPSLA	2012	["Yuriy Solodkyy", "Gabriel Dos Reis", "Bjarne Stroustrup"]
Understanding the behavior of database operations under program control.	OOPSLA	2012	["Juan M. Tamayo", "Alex Aiken", "Nathan Grasso Bronson", "Mooly Sagiv"]
Typestate-based semantic code search over partial programs.	OOPSLA	2012	["Alon Mishne", "Sharon Shoham", "Eran Yahav"]
Finding reusable data structures.	OOPSLA	2012	["Guoqing (Harry) Xu"]
Proceedings of the 27th Annual ACM SIGPLAN Conference on Object-Oriented Programming, Systems, Languages, and Applications, OOPSLA 2012, part of SPLASH 2012, Tucson, AZ, USA, October 21-25, 2012.		2012	["Gary T. Leavens", "Matthew B. Dwyer"]
The sequential prison.	OOPSLA	2011	["Ivan E. Sutherland"]
SHERIFF: precise detection and automatic mitigation of false sharing.	OOPSLA	2011	["Tongping Liu", "Emery D. Berger"]
Accentuating the positive: atomicity inference and enforcement using correct executions.	OOPSLA	2011	["Dasarath Weeratunge", "Xiangyu Zhang", "Suresh Jagannathan"]
SOS: saving time in dynamic race detection with stationary analysis.	OOPSLA	2011	["Du Li", "Witawas Srisa-an", "Matthew B. Dwyer"]
Testing atomicity of composed concurrent operations.	OOPSLA	2011	["Ohad Shacham", "Nathan Grasso Bronson", "Alex Aiken", "Mooly Sagiv", "Martin T. Vechev", "Eran Yahav"]
Data-driven synthesis for object-oriented frameworks.	OOPSLA	2011	["Kuat Yessenov", "Zhilei Xu", "Armando Solar-Lezama"]
Synthesis of first-order dynamic programming algorithms.	OOPSLA	2011	["Yewen Pu", "Rastislav Bod\u00edk", "Saurabh Srivastava"]
Kind analysis for MATLAB.	OOPSLA	2011	["Jesse Doherty", "Laurie J. Hendren", "Soroush Radpour"]
Tool-supported refactoring for JavaScript.	OOPSLA	2011	["Asger Feldthaus", "Todd D. Millstein", "Anders M\u00f8ller", "Max Sch\u00e4fer", "Frank Tip"]
Integrated language definition testing: enabling test-driven language development.	OOPSLA	2011	["Lennart C. L. Kats", "Rob Vermaas", "Eelco Visser"]
Catch me if you can: performance bug detection in the wild.	OOPSLA	2011	["Milan Jovic", "Andrea Adamoli", "Matthias Hauswirth"]
PREFAIL: a programmable tool for multiple-failure injection.	OOPSLA	2011	["Pallavi Joshi", "Haryadi S. Gunawi", "Koushik Sen"]
Synthesizing method sequences for high-coverage testing.	OOPSLA	2011	["Suresh Thummalapenta", "Tao Xie", "Nikolai Tillmann", "Jonathan de Halleux", "Zhendong Su"]
HAWKEYE: effective discovery of dataflow impediments to parallelization.	OOPSLA	2011	["Omer Tripp", "Greta Yorsh", "John Field", "Mooly Sagiv"]
Automatic fine-grain locking using shape properties.	OOPSLA	2011	["Guy Golan-Gueta", "Nathan Grasso Bronson", "Alex Aiken", "G. Ramalingam", "Mooly Sagiv", "Eran Yahav"]
Safe parallel programming using dynamic dependence hints.	OOPSLA	2011	["Chuanle Ke", "Lei Liu", "Chao Zhang", "Tongxin Bai", "Bryan Jacobs", "Chen Ding"]
Sprint: speculative prefetching of remote data.	OOPSLA	2011	["Arun Raman", "Greta Yorsh", "Martin T. Vechev", "Eran Yahav"]
Asynchronous assertions.	OOPSLA	2011	["Edward Aftandilian", "Samuel Z. Guyer", "Martin T. Vechev", "Eran Yahav"]
Ribbons: a partially shared memory programming model.	OOPSLA	2011	["Kevin J. Hoffman", "Harrison Metzger", "Patrick Eugster"]
Why nothing matters: the impact of zeroing.	OOPSLA	2011	["Xi Yang", "Stephen M. Blackburn", "Daniel Frampton", "Jennifer B. Sartor", "Kathryn S. McKinley"]
Trustworthy numerical computation in Scala.	OOPSLA	2011	["Eva Darulova", "Viktor Kuncak"]
JET: exception checking in the Java native interface.	OOPSLA	2011	["Siliang Li", "Gang Tan"]
Immutable specifications for more concise and precise verification.	OOPSLA	2011	["Cristina David", "Wei-Ngan Chin"]
Hybrid partial evaluation.	OOPSLA	2011	["Amin Shali", "William R. Cook"]
SugarJ: library-based syntactic language extensibility.	OOPSLA	2011	["Sebastian Erdweg", "Tillmann Rendel", "Christian K\u00e4stner", "Klaus Ostermann"]
Reactive imperative programming with dataflow constraints.	OOPSLA	2011	["Camil Demetrescu", "Irene Finocchi", "Andrea Ribichini"]
Two for the price of one: a model for parallel and incremental computation.	OOPSLA	2011	["Sebastian Burckhardt", "Daan Leijen", "Caitlin Sadowski", "Jaeheon Yi", "Thomas Ball"]
A step towards transparent integration of input-consciousness into dynamic program optimizations.	OOPSLA	2011	["Kai Tian", "Eddy Z. Zhang", "Xipeng Shen"]
Enhancing locality for recursive traversals of recursive structures.	OOPSLA	2011	["Youngjoon Jo", "Milind Kulkarni"]
Flow-sensitive type recovery in linear-log time.	OOPSLA	2011	["Michael D. Adams", "Andrew W. Keep", "Jan Midtgaard", "Matthew Might", "Arun Chauhan", "R. Kent Dybvig"]
Oracle scheduling: controlling granularity in implicitly parallel languages.	OOPSLA	2011	["Umut A. Acar", "Arthur Chargu\u00e9raud", "Mike Rainey"]
Kismet: parallel speedup estimates for serial programs.	OOPSLA	2011	["Donghwan Jeon", "Saturnino Garcia", "Christopher M. Louie", "Michael Bedford Taylor"]
Efficiently speeding up sequential computation through the n-way programming model.	OOPSLA	2011	["Romain Cledat", "Tushar Kumar", "Santosh Pande"]
Exploiting coarse-grain speculative parallelism.	OOPSLA	2011	["Hari K. Pyla", "Calvin J. Ribbens", "Srinidhi Varadarajan"]
Scalable join patterns.	OOPSLA	2011	["Aaron Joseph Turon", "Claudio V. Russo"]
Product lines of theorems.	OOPSLA	2011	["Benjamin Delaware", "William R. Cook", "Don S. Batory"]
Gradual typing for generics.	OOPSLA	2011	["Lintaro Ina", "Atsushi Igarashi"]
A theory of substructural types and control.	OOPSLA	2011	["Jesse A. Tov", "Riccardo Pucella"]
Benefits and barriers of user evaluation in software engineering research.	OOPSLA	2011	["Raymond P. L. Buse", "Caitlin Sadowski", "Westley Weimer"]
Da capo con scala: design and analysis of a scala benchmark suite for the java virtual machine.	OOPSLA	2011	["Andreas Sewe", "Mira Mezini", "Aibek Sarimbekov", "Walter Binder"]
Automated construction of JavaScript benchmarks.	OOPSLA	2011	["Gregor Richards", "Andreas Gal", "Brendan Eich", "Jan Vitek"]
Declaratively programming the mobile web with Mobl.	OOPSLA	2011	["Zef Hemel", "Eelco Visser"]
First-class state change in plaid.	OOPSLA	2011	["Joshua Sunshine", "Karl Naden", "Sven Stork", "Jonathan Aldrich", "\u00c9ric Tanter"]
Cedalion: a language for language oriented programming.	OOPSLA	2011	["David H. Lorenz", "Boaz Rosenan"]
Self-adjusting stack machines.	OOPSLA	2011	["Matthew A. Hammer", "Georg Neis", "Yan Chen", "Umut A. Acar"]
JIT compilation policy for modern machines.	OOPSLA	2011	["Prasad A. Kulkarni"]
Reducing trace selection footprint for large-scale Java applications without performance loss.	OOPSLA	2011	["Peng Wu", "Hiroshige Hayashizaki", "Hiroshi Inoue", "Toshio Nakatani"]
Variability-aware parsing in the presence of lexical macros and conditional compilation.	OOPSLA	2011	["Christian K\u00e4stner", "Paolo G. Giarrusso", "Tillmann Rendel", "Sebastian Erdweg", "Klaus Ostermann", "Thorsten Berger"]
Safe and atomic run-time code evolution for Java and its application to dynamic AOP.	OOPSLA	2011	["Thomas W\u00fcrthinger", "Danilo Ansaloni", "Walter Binder", "Christian Wimmer", "Hanspeter M\u00f6ssenb\u00f6ck"]
A simple abstraction for complex concurrent indexes.	OOPSLA	2011	["Pedro da Rocha Pinto", "Thomas Dinsdale-Young", "Mike Dodds", "Philippa Gardner", "Mark J. Wheelhouse"]
Composable, nestable, pessimistic atomic statements.	OOPSLA	2011	["Zachary R. Anderson", "David Gay"]
Delegated isolation.	OOPSLA	2011	["Roberto Lublinerman", "Jisheng Zhao", "Zoran Budimlic", "Swarat Chaudhuri", "Vivek Sarkar"]
AC: composable asynchronous IO for native languages.	OOPSLA	2011	["Tim Harris", "Mart\u00edn Abadi", "Rebecca Isaacs", "Ross McIlroy"]
Virtual values for language extension.	OOPSLA	2011	["Thomas H. Austin", "Tim Disney", "Cormac Flanagan"]
Backstage Java: making a difference in metaprogramming.	OOPSLA	2011	["Zachary Palmer", "Scott F. Smith"]
Flexible object layouts: enabling lightweight language extensions by intercepting slot access.	OOPSLA	2011	["Toon Verwaest", "Camillo Bruni", "Mircea Lungu", "Oscar Nierstrasz"]
Type checking modular multiple dispatch with parametric polymorphism and multiple inheritance.	OOPSLA	2011	["Eric E. Allen", "Justin Hilburn", "Scott Kilpatrick", "Victor Luchangco", "Sukyoung Ryu", "David Chase", "Guy L. Steele Jr."]
A syntactic type system for recursive modules.	OOPSLA	2011	["Hyeonseung Im", "Keiko Nakata", "Jacques Garrigue", "Sungwoo Park"]
Freedom before commitment: a lightweight type system for object initialisation.	OOPSLA	2011	["Alexander J. Summers", "Peter M\u00fcller"]
Null dereference verification via over-approximated weakest pre-conditions analysis.	OOPSLA	2011	["Ravichandhran Madhavan", "Raghavan Komondoor"]
F4F: taint analysis of framework-based web applications.	OOPSLA	2011	["Manu Sridharan", "Shay Artzi", "Marco Pistoia", "Salvatore Guarnieri", "Omer Tripp", "Ryan Berg"]
RoleCast: finding missing security checks when you do not know what checks are.	OOPSLA	2011	["Sooel Son", "Kathryn S. McKinley", "Vitaly Shmatikov"]
Proceedings of the 26th Annual ACM SIGPLAN Conference on Object-Oriented Programming, Systems, Languages, and Applications, OOPSLA 2011, part of SPLASH 2011, Portland, OR, USA, October 22 - 27, 2011.		2011	["Cristina Videira Lopes", "Kathleen Fisher"]
The case for evolvable software.	OOPSLA	2010	["Stephanie Forrest"]
Art, science, and fear.	OOPSLA	2010	["Benjamin C. Pierce"]
To achieve our highest goals, we must be willing to abandon them.	OOPSLA	2010	["Kenneth O. Stanley"]
Efficient modular glass box software model checking.	OOPSLA	2010	["Michael Roberson", "Chandrasekhar Boyapati"]
An experiment about static and dynamic type systems: doubts about the positive impact of static type systems on development time.	OOPSLA	2010	["Stefan Hanenberg"]
A simple inductive synthesis methodology and its applications.	OOPSLA	2010	["Shachar Itzhaky", "Sumit Gulwani", "Neil Immerman", "Mooly Sagiv"]
A domain-specific approach to architecturing error handling in pervasive computing.	OOPSLA	2010	["Julien Mercadal", "Quentin Enard", "Charles Consel", "Nicolas Loriant"]
G-Finder: routing programming questions closer to the experts.	OOPSLA	2010	["Wei Li", "Charles Zhang", "Songlin Hu"]
Agility in context.	OOPSLA	2010	["Rashina Hoda", "Philippe Kruchten", "James Noble", "Stuart Marshall"]
Lime: a Java-compatible and synthesizable language for heterogeneous architectures.	OOPSLA	2010	["Joshua S. Auerbach", "David F. Bacon", "Perry Cheng", "Rodric M. Rabbah"]
From OO to FPGA: fitting round objects into square hardware?	OOPSLA	2010	["Stephen Kou", "Jens Palsberg"]
An input-centric paradigm for program dynamic optimizations.	OOPSLA	2010	["Kai Tian", "Yunlian Jiang", "Eddy Z. Zhang", "Xipeng Shen"]
Composable specifications for structured shared-memory communication.	OOPSLA	2010	["Benjamin P. Wood", "Adrian Sampson", "Luis Ceze", "Dan Grossman"]
Do I use the wrong definition?: DeFuse: definition-use invariants for detecting concurrency and sequential bugs.	OOPSLA	2010	["Yao Shi", "Soyeon Park", "Zuoning Yin", "Shan Lu", "Yuanyuan Zhou", "Wenguang Chen", "Weimin Zheng"]
Scalable and systematic detection of buggy inconsistencies in source code.	OOPSLA	2010	["Mark Gabel", "Junfeng Yang", "Yuan Yu", "Mois\u00e9s Goldszmidt", "Zhendong Su"]
A study of Java's non-Java memory.	OOPSLA	2010	["Kazunori Ogata", "Dai Mikurube", "Kiyokuni Kawachiya", "Scott Trent", "Tamiya Onodera"]
Hera-JVM: a runtime system for heterogeneous multi-core architectures.	OOPSLA	2010	["Ross McIlroy", "Joe Sventek"]
Cross-language, type-safe, and transparent object sharing for co-located managed runtimes.	OOPSLA	2010	["Michal Wegiel", "Chandra Krintz"]
Instrumentation and sampling strategies for cooperative concurrency bug isolation.	OOPSLA	2010	["Guoliang Jin", "Aditya V. Thakur", "Ben Liblit", "Shan Lu"]
What can the GC compute efficiently?: a language for heap assertions at GC time.	OOPSLA	2010	["Christoph Reichenbach", "Neil Immerman", "Yannis Smaragdakis", "Edward Aftandilian", "Samuel Z. Guyer"]
Monitor optimization via stutter-equivalent loop transformation.	OOPSLA	2010	["Rahul Purandare", "Matthew B. Dwyer", "Sebastian G. Elbaum"]
Specifying and implementing refactorings.	OOPSLA	2010	["Max Sch\u00e4fer", "Oege de Moor"]
A graph-based approach to API usage adaptation.	OOPSLA	2010	["Hoan Anh Nguyen", "Tung Thanh Nguyen", "Gary Wilson Jr.", "Anh Tuan Nguyen", "Miryung Kim", "Tien N. Nguyen"]
Component adaptation and assembly using interface relations.	OOPSLA	2010	["Stephen Kell"]
Type classes as objects and implicits.	OOPSLA	2010	["Bruno C. d. S. Oliveira", "Adriaan Moors", "Martin Odersky"]
Supporting dynamic, third-party code customizations in JavaScript using aspects.	OOPSLA	2010	["Benjamin S. Lerner", "Herman Venter", "Dan Grossman"]
Dynamic parallelization of recursive code: part 1: managing control flow interactions with the continuator.	OOPSLA	2010	["Charlotte Herzeel", "Pascal Costanza"]
Symbolic heap abstraction with demand-driven axiomatization of memory invariants.	OOPSLA	2010	["Isil Dillig", "Thomas Dillig", "Alex Aiken"]
A dynamic evaluation of the precision of static heap abstractions.	OOPSLA	2010	["Percy Liang", "Omer Tripp", "Mayur Naik", "Mooly Sagiv"]
Parallel inclusion-based points-to analysis.	OOPSLA	2010	["Mario M\u00e9ndez-Lojo", "Augustine Mathew", "Keshav Pingali"]
The spoofax language workbench: rules for declarative specification of languages and IDEs.	OOPSLA	2010	["Lennart C. L. Kats", "Eelco Visser"]
MetaFJig: a meta-circular composition language for Java-like classes.	OOPSLA	2010	["Marco Servetto", "Elena Zucca"]
Modular logic metaprogramming.	OOPSLA	2010	["Karl Klose", "Klaus Ostermann"]
Reasoning about multiple related abstractions with MultiStar.	OOPSLA	2010	["Stephan van Staden", "Cristiano Calcagno"]
Homogeneous family sharing.	OOPSLA	2010	["Xin Qi", "Andrew C. Myers"]
Mostly modular compilation of crosscutting concerns by contextual predicate dispatch.	OOPSLA	2010	["Shigeru Chiba", "Atsushi Igarashi", "Salikh Zakirov"]
Random testing for higher-order, stateful programs.	OOPSLA	2010	["Casey Klein", "Matthew Flatt", "Robert Bruce Findler"]
The two-state solution: native and serializable continuations accord.	OOPSLA	2010	["Jay A. McCarthy"]
Back to the futures: incremental parallelization of existing sequential runtime systems.	OOPSLA	2010	["James Swaine", "Kevin Tew", "Peter A. Dinda", "Robert Bruce Findler", "Matthew Flatt"]
Ownership and immutability in generic Java.	OOPSLA	2010	["Yoav Zibin", "Alex Potanin", "Paley Li", "Mahmood Ali", "Michael D. Ernst"]
Tribal ownership.	OOPSLA	2010	["Nicholas R. Cameron", "James Noble", "Tobias Wrigstad"]
A time-aware type system for data-race protection and guaranteed initialization.	OOPSLA	2010	["Nicholas D. Matsakis", "Thomas R. Gross"]
Automatic atomic region identification in shared memory SPMD programs.	OOPSLA	2010	["Gautam Upadhyaya", "Samuel P. Midkiff", "Vijay S. Pai"]
Task types for pervasive atomicity.	OOPSLA	2010	["Aditya Kulkarni", "Yu David Liu", "Scott F. Smith"]
Concurrent programming with revisions and isolation types.	OOPSLA	2010	["Sebastian Burckhardt", "Alexandro Baldassin", "Daan Leijen"]
SPUR: a trace-based JIT compiler for CIL.	OOPSLA	2010	["Michael Bebenita", "Florian Brandner", "Manuel F\u00e4hndrich", "Francesco Logozzo", "Wolfram Schulte", "Nikolai Tillmann", "Herman Venter"]
Refactoring references for library migration.	OOPSLA	2010	["Puneet Kapur", "Bradley Cossette", "Robert J. Walker"]
Performance analysis of idle programs.	OOPSLA	2010	["Erik R. Altman", "Matthew Arnold", "Stephen Fink", "Nick Mitchell"]
Registration-based language abstractions.	OOPSLA	2010	["Samuel Davis", "Gregor Kiczales"]
Pinocchio: bringing reflection to life with first-class interpreters.	OOPSLA	2010	["Toon Verwaest", "Camillo Bruni", "David Gurtner", "Adrian Lienhard", "Oscar Nierstrasz"]
Concurrency by modularity: design patterns, a case in point.	OOPSLA	2010	["Hridesh Rajan", "Steven M. Kautz", "Wayne Rowcliffe"]
Patterns and statistical analysis for understanding reduced resource computing.	OOPSLA	2010	["Martin C. Rinard", "Henry Hoffmann", "Sasa Misailovic", "Stelios Sidiroglou"]
Programming with time: cyber-physical programming with impromptu.	OOPSLA	2010	["Andrew Sorensen", "Henry J. Gardner"]
Language virtualization for heterogeneous parallel computing.	OOPSLA	2010	["Hassan Chafi", "Zach DeVito", "Adriaan Moors", "Tiark Rompf", "Arvind K. Sujeeth", "Pat Hanrahan", "Martin Odersky", "Kunle Olukotun"]
Flexible modeling tools for pre-requirements analysis: conceptual architecture and research challenges.	OOPSLA	2010	["Harold Ossher", "Rachel K. E. Bellamy", "Ian Simmonds", "David Amid", "Ateret Anaby-Tavor", "Matthew Callery", "Michael Desmond", "Jacqueline de Vries", "Amit Fisher", "Sophia Krasikov"]
To upgrade or not to upgrade: impact of online upgrades across multiple administrative domains.	OOPSLA	2010	["Tudor Dumitras", "Priya Narasimhan", "Eli Tilevich"]
Managing ambiguity in programming by finding unambiguous examples.	OOPSLA	2010	["Kenneth C. Arnold", "Henry Lieberman"]
Better science through art.	OOPSLA	2010	["Richard P. Gabriel", "Kevin J. Sullivan"]
Rubber ducks, nightmares, and unsaturated predicates: proto-scientific schemata are good for agile.	OOPSLA	2010	["Jenny Quillien", "Dave West"]
Pure and declarative syntax definition: paradise lost and regained.	OOPSLA	2010	["Lennart C. L. Kats", "Eelco Visser", "Guido Wachsmuth"]
Faith, hope, and love: an essay on software science's neglect of human factors.	OOPSLA	2010	["Stefan Hanenberg"]
The Tower of Babel did not fail.	OOPSLA	2010	["Paul Adamczyk", "Munawar Hafiz"]
Proceedings of the 25th Annual ACM SIGPLAN Conference on Object-Oriented Programming, Systems, Languages, and Applications, OOPSLA 2010, October 17-21, 2010, Reno/Tahoe, Nevada, USA.		2010	["William R. Cook", "Siobh\u00e1n Clarke", "Martin C. Rinard"]
Flapjax: a programming language for Ajax applications.	OOPSLA	2009	["Leo A. Meyerovich", "Arjun Guha", "Jacob P. Baskin", "Gregory H. Cooper", "Michael Greenberg", "Aleks Bromfield", "Shriram Krishnamurthi"]
CZ: multiple inheritance without diamonds.	OOPSLA	2009	["Donna Malayeri", "Jonathan Aldrich"]
Empirical assessment of object-oriented implementations with multiple inheritance and static typing.	OOPSLA	2009	["Roland Ducournau", "Flor\u00e9al Morandat", "Jean Privat"]
Parallel programming with object assemblies.	OOPSLA	2009	["Roberto Lublinerman", "Swarat Chaudhuri", "Pavol Cern\u00fd"]
Grace: safe multithreaded programming for C/C++.	OOPSLA	2009	["Emery D. Berger", "Ting Yang", "Tongping Liu", "Gene Novark"]
A type and effect system for deterministic parallel Java.	OOPSLA	2009	["Robert L. Bocchino Jr.", "Vikram S. Adve", "Danny Dig", "Sarita V. Adve", "Stephen Heumann", "Rakesh Komuravelli", "Jeffrey Overbey", "Patrick Simmons", "Hyojin Sung", "Mohsen Vakilian"]
Thorn: robust, concurrent, extensible scripting on the JVM.	OOPSLA	2009	["Bard Bloom", "John Field", "Nathaniel Nystrom", "Johan \u00d6stlund", "Gregor Richards", "Rok Strnisa", "Jan Vitek", "Tobias Wrigstad"]
How a Java VM can get more from a hardware performance monitor.	OOPSLA	2009	["Hiroshi Inoue", "Toshio Nakatani"]
A concurrent dynamic analysis framework for multicore hardware.	OOPSLA	2009	["Jungwoo Ha", "Matthew Arnold", "Stephen M. Blackburn", "Kathryn S. McKinley"]
Inferred call path profiling.	OOPSLA	2009	["Todd Mytkowicz", "Devin Coughlin", "Amer Diwan"]
Accelerating the creation of customized, language-Specific IDEs in Eclipse.	OOPSLA	2009	["Philippe Charles", "Robert M. Fuhrer", "Stanley M. Sutton Jr.", "Evelyn Duesterwald", "Jurgen J. Vinju"]
Debug all your code: portable mixed-environment debugging.	OOPSLA	2009	["Byeongcheol Lee", "Martin Hirzel", "Robert Grimm", "Kathryn S. McKinley"]
The design of a task parallel library.	OOPSLA	2009	["Daan Leijen", "Wolfram Schulte", "Sebastian Burckhardt"]
Strictly declarative specification of sophisticated points-to analyses.	OOPSLA	2009	["Martin Bravenboer", "Yannis Smaragdakis"]
Self type constructors.	OOPSLA	2009	["Chieri Saito", "Atsushi Igarashi"]
Profile-guided static typing for dynamic scripting languages.	OOPSLA	2009	["Michael Furr", "Jong-hoon (David) An", "Jeffrey S. Foster"]
Enhancing source-level programming tools with an awareness of transparent program transformations.	OOPSLA	2009	["Myoungkyu Song", "Eli Tilevich"]
Static extraction and conformance analysis of hierarchical runtime architectural structure using annotations.	OOPSLA	2009	["Marwan Abi-Antoun", "Jonathan Aldrich"]
Demystifying model transformations: an approach based on automated rule inference.	OOPSLA	2009	["Mangala Gowri Nanda", "Senthil Mani", "Vibha Singhal Sinha", "Saurabh Sinha"]
Allocation wall: a limiting factor of Java applications on emerging multi-core platforms.	OOPSLA	2009	["Yi Zhao", "Jin Shi", "Kai Zheng", "Haichuan Wang", "Haibo Lin", "Ling Shao"]
NUMA-aware memory manager with dominant-thread-based copying GC.	OOPSLA	2009	["Takeshi Ogasawara"]
Executing code in the past: efficient in-memory object graph versioning.	OOPSLA	2009	["Fr\u00e9d\u00e9ric Pluquet", "Stefan Langerman", "Roel Wuyts"]
Optimizing programs with intended semantics.	OOPSLA	2009	["Daniel von Dincklage", "Amer Diwan"]
Minimizing dependencies within generic classes for faster and smaller programs.	OOPSLA	2009	["Dan Tsafrir", "Robert W. Wisniewski", "David F. Bacon", "Bjarne Stroustrup"]
Providing rapid feedback in generated modular language environments: adding error recovery to scannerless generalized-LR parsing.	OOPSLA	2009	["Lennart C. L. Kats", "Maartje de Jonge", "Emma Nilsson-Nyman", "Eelco Visser"]
Design pattern density defined.	OOPSLA	2009	["Dirk Riehle"]
Writing code for other people: cognitive psychology and the fundamentals of good software design principles.	OOPSLA	2009	["Thomas Mullen"]
Regrowing a language: refactoring tools allow programming languages to evolve.	OOPSLA	2009	["Jeffrey L. Overbey", "Ralph E. Johnson"]
pi: a pattern language.	OOPSLA	2009	["Roman Kn\u00f6ll", "Mira Mezini"]
Software evolution and the moving picture metaphor.	OOPSLA	2009	["Mark Mahoney"]
Agile anthropology and Alexander's architecture: an essay in three voices.	OOPSLA	2009	["Jenny Quillien", "Pam Rostal", "Dave West"]
An exploration of program as language.	OOPSLA	2009	["Elisa L. A. Baniassad", "Clayton G. Myers"]
On understanding data abstraction, revisited.	OOPSLA	2009	["William R. Cook"]
Proceedings of the 24th Annual ACM SIGPLAN Conference on Object-Oriented Programming, Systems, Languages, and Applications, OOPSLA 2009, October 25-29, 2009, Orlando, Florida, USA.		2009	["Shail Arora", "Gary T. Leavens"]
Caching and incrementalisation in the java query language.	OOPSLA	2008	["Darren Willis", "David J. Pearce", "James Noble"]
Interprocedural query extraction for transparent persistence.	OOPSLA	2008	["Ben Wiedermann", "Ali Ibrahim", "William R. Cook"]
Deep typechecking and refactoring.	OOPSLA	2008	["Zachary Tatlock", "Chris Tucker", "David Shuffelton", "Ranjit Jhala", "Sorin Lerner"]
Join patterns for visual basic.	OOPSLA	2008	["Claudio V. Russo"]
Whiteoak: introducing structural typing into java.	OOPSLA	2008	["Joseph Gil", "Itay Maman"]
Mixing source and bytecode: a case for compilation by normalization.	OOPSLA	2008	["Lennart C. L. Kats", "Martin Bravenboer", "Eelco Visser"]
Tolerating memory leaks.	OOPSLA	2008	["Michael D. Bond", "Kathryn S. McKinley"]
Jolt: lightweight dynamic analysis and removal of object churn.	OOPSLA	2008	["Ajeet Shankar", "Matthew Arnold", "Rastislav Bod\u00edk"]
QVM: an efficient runtime for detecting defects in deployed systems.	OOPSLA	2008	["Matthew Arnold", "Martin T. Vechev", "Eran Yahav"]
Contention-aware scheduler: unlocking execution parallelism in multithreaded java programs.	OOPSLA	2008	["Feng Xian", "Witawas Srisa-an", "Hong Jiang"]
Dynamic optimization for efficient strong atomicity.	OOPSLA	2008	["Florian T. Schneider", "Vijay Menon", "Tatiana Shpeisman", "Ali-Reza Adl-Tabatabai"]
Design and implementation of transactional constructs for C/C++.	OOPSLA	2008	["Yang Ni", "Adam Welc", "Ali-Reza Adl-Tabatabai", "Moshe Bach", "Sion Berkowits", "James Cownie", "Robert Geva", "Sergey Kozhukow", "Ravi Narayanaswamy", "Jeffrey Olivier", "Serguei Preis", "Bratin Saha", "Ady Tal", "Xinmin Tian"]
jStar: towards practical verification for java.	OOPSLA	2008	["Dino Distefano", "Matthew J. Parkinson"]
