Title	Venue	Year	Authors
Temporal Logic Query Checking: A Tool for Model Exploration.	IEEE Trans. Software Eng.	2003	["Arie Gurfinkel", "Marsha Chechik", "Benet Devereux"]
Using Redundancies to Find Errors.	IEEE Trans. Software Eng.	2003	["Yichen Xie", "Dawson R. Engler"]
CARISMA: Context-Aware Reflective mIddleware System for Mobile Applications.	IEEE Trans. Software Eng.	2003	["Licia Capra", "Wolfgang Emmerich", "Cecilia Mascolo"]
Architectural-Level Risk Analysis Using UML.	IEEE Trans. Software Eng.	2003	["Katerina Goseva-Popstojanova", "Ahmed E. Hassan", "Ajith Guedem", "Walid Abdelmoez", "Diaa Eldin M. Nassar", "Hany H. Ammar", "Ali Mili"]
New AEIC Introduction and AE Farewell.	IEEE Trans. Software Eng.	2003	["John C. Knight"]
Well-Defined Generalized Stochastic Petri Nets: A Net-Level Method to Specify Priorities.	IEEE Trans. Software Eng.	2003	["Enrique Teruel", "Giuliana Franceschinis", "Massimiliano De Pierro"]
Using Spanning Sets for Coverage Testing.	IEEE Trans. Software Eng.	2003	["Martina Marr\u00e9", "Antonia Bertolino"]
A Simulation Study of the Model Evaluation Criterion MMRE.	IEEE Trans. Software Eng.	2003	["Tron Foss", "Erik Stensrud", "Barbara Kitchenham", "Ingunn Myrtveit"]
Evaluation of Several Nonparametric Bootstrap Methods to Estimate Confidence Intervals for Software Metrics.	IEEE Trans. Software Eng.	2003	["Skylar Lei", "Michael R. Smith"]
The Construction of Contextual Def-Use Associations for Object-Oriented Systems.	IEEE Trans. Software Eng.	2003	["Amie L. Souter", "Lori L. Pollock"]
Global Analysis and Transformations in Preprocessed Languages.	IEEE Trans. Software Eng.	2003	["Diomidis Spinellis"]
Automatic Detection and Diagnosis of Faults in Generated Code for Procedure Calls.	IEEE Trans. Software Eng.	2003	["Mark W. Bailey", "Jack W. Davidson"]
An Empirical Validation of Object-Oriented Metrics in Two Different Iterative Software Processes.	IEEE Trans. Software Eng.	2003	["Mohammad Alshayeb", "Wei Li"]
Mathematical Assessment of Object-Oriented Design Quality.	IEEE Trans. Software Eng.	2003	["Alexander Chatzigeorgiou"]
On Formalization of the Whole-Part Relationship in the Unified Modeling Language.	IEEE Trans. Software Eng.	2003	["Hee Beng Kuan Tan", "Lun Hao", "Yong Yang"]
Guest Editors' Introduction: Software Engineering for the Wireless Internet.	IEEE Trans. Software Eng.	2003	["Maurizio Morisio", "Markku Oivo"]
Design and Evaluation of a Support Service for Mobile, Wireless Publish/Subscribe Applications.	IEEE Trans. Software Eng.	2003	["Mauro Caporuscio", "Antonio Carzaniga", "Alexander L. Wolf"]
MobiPADS: A Reflective Middleware for Context-Aware Mobile Computing.	IEEE Trans. Software Eng.	2003	["Alvin T. S. Chan", "Siu Nam Chuang"]
Context-Aware Middleware for Resource Management in the Wireless Internet.	IEEE Trans. Software Eng.	2003	["Paolo Bellavista", "Antonio Corradi", "Rebecca Montanari", "Cesare Stefanelli"]
User-Centric Content Negotiation for Effective Adaptation Service in Mobile Computing.	IEEE Trans. Software Eng.	2003	["Wai Yip Lum", "Francis C. M. Lau"]
A Testing Framework for Mobile Computing Software.	IEEE Trans. Software Eng.	2003	["Ichiro Satoh"]
Toward a Reference Process for Developing Wireless Internet Services.	IEEE Trans. Software Eng.	2003	["Alexis Ocampo", "Daniela Boggio", "J\u00f6rgen Mu\u00fcnch", "Gino Palladino"]
A Hierarchical Model for Object-Oriented Design Quality Assessment.	IEEE Trans. Software Eng.	2002	["Jagdish Bansiya", "Carl G. Davis"]
An Efficient Distributed Deadlock Avoidance Algorithm for the AND Model.	IEEE Trans. Software Eng.	2002	["Hui Wu", "Wei-Ngan Chin", "Joxan Jaffar"]
Engineering Dynamic Real-Time Distributed Systems: Architecture, System Description Language, and Middleware.	IEEE Trans. Software Eng.	2002	["Binoy Ravindran"]
A Formal Specification and Verification Framework for Time Warp-Based Parallel Simulation.	IEEE Trans. Software Eng.	2002	["Peter Frey", "Radharamanan Radhakrishnan", "Harold W. Carter", "Philip A. Wilsey", "Perry Alexander"]
A Testbed for Configuration Management Policy Programming.	IEEE Trans. Software Eng.	2002	["Andr\u00e9 van der Hoek", "Antonio Carzaniga", "Dennis Heimbigner", "Alexander L. Wolf"]
Stack and Queue Integrity on Hostile Platforms.	IEEE Trans. Software Eng.	2002	["Premkumar T. Devanbu", "Stuart G. Stubblebine"]
A Test Generation Strategy for Pairwise Testing.	IEEE Trans. Software Eng.	2002	["Kuo-Chung Tai", "Yu Lei"]
Guest Editors' Introduction: 2000 International Symposium on Software Testing and Analysis.	IEEE Trans. Software Eng.	2002	["Mary Jean Harrold", "Antonia Bertolino"]
Improving the Precision of INCA by Eliminating Solutions with Spurious Cycles.	IEEE Trans. Software Eng.	2002	["Stephen F. Siegel", "George S. Avrunin"]
Verisim: Formal Analysis of Network Simulations.	IEEE Trans. Software Eng.	2002	["Karthikeyan Bhargavan", "Carl A. Gunter", "Moonjoo Kim", "Insup Lee", "Davor Obradovic", "Oleg Sokolsky", "Mahesh Viswanathan"]
Requirements-Based Monitors for Real-Time Systems.	IEEE Trans. Software Eng.	2002	["Dennis K. Peters", "David Lorge Parnas"]
Test Case Prioritization: A Family of Empirical Studies.	IEEE Trans. Software Eng.	2002	["Sebastian G. Elbaum", "Alexey G. Malishevsky", "Gregg Rothermel"]
Simplifying and Isolating Failure-Inducing Input.	IEEE Trans. Software Eng.	2002	["Andreas Zeller", "Ralf Hildebrandt"]
Multiphase Stabilization.	IEEE Trans. Software Eng.	2002	["Mohamed G. Gouda"]
AE Introduction.	IEEE Trans. Software Eng.	2002	["John C. Knight"]
A Classification of Noncircular Attribute Grammars Based on the Look-Ahead Behavior.	IEEE Trans. Software Eng.	2002	["Wuu Yang"]
Knowledge-Based Automation of a Design Method for Concurrent Systems.	IEEE Trans. Software Eng.	2002	["Kevin L. Mills", "Hassan Gomaa"]
An Authentication Logic with Formal Semantics Supporting Synchronization, Revocation, and Recency.	IEEE Trans. Software Eng.	2002	["Stuart G. Stubblebine", "Rebecca N. Wright"]
Models of Parallel Applications with Large Computation and I/O Requirements.	IEEE Trans. Software Eng.	2002	["Emilia Rosti", "Giuseppe Serazzi", "Evgenia Smirni", "Mark S. Squillante"]
Formal Methods Application: An Empirical Tale of Software Development.	IEEE Trans. Software Eng.	2002	["Ann E. Kelley Sobel", "Michael R. Clarkson"]
Logical Clock Requirements for Reverse Engineering Scenarios from a Distributed System.	IEEE Trans. Software Eng.	2002	["Curtis E. Hrischuk", "C. Murray Woodside"]
Success and Failure Factors in Software Reuse.	IEEE Trans. Software Eng.	2002	["Maurizio Morisio", "Michel Ezran", "Colin Tully"]
Modular Operational Test Plans for Inferences on Software Reliability Based on a Markov Model.	IEEE Trans. Software Eng.	2002	["Jayant Rajgopal", "Mainak Mazumdar"]
An Automated Verification Method for Distributed Systems Software Based on Model Extraction.	IEEE Trans. Software Eng.	2002	["Gerard J. Holzmann", "Margaret H. Smith"]
e-Transactions: End-to-End Reliability for Three-Tier Architectures.	IEEE Trans. Software Eng.	2002	["Svend Fr\u00f8lund", "Rachid Guerraoui"]
Visualizing Software Changes.	IEEE Trans. Software Eng.	2002	["Stephen G. Eick", "Todd L. Graves", "Alan F. Karr", "Audris Mockus", "Paul Schuster"]
Automatic Model Transformations Using Extended UML Object Diagrams in Modeling Environments.	IEEE Trans. Software Eng.	2002	["Dragan Milicev"]
Tracking Mobile Units for Dependable Message Delivery.	IEEE Trans. Software Eng.	2002	["Amy L. Murphy", "Gruia-Catalin Roman", "George Varghese"]
A State-of-the-Art Survey on Software Merging.	IEEE Trans. Software Eng.	2002	["Tom Mens"]
The Effectiveness of Control Structure Diagrams in Source Code Comprehension Activities.	IEEE Trans. Software Eng.	2002	["T. Dean Hendrix", "James H. Cross II", "Saeed Maghsoodloo"]
A Distributed Parallel Programming Framework.	IEEE Trans. Software Eng.	2002	["Nenad Stankovic", "Kang Zhang"]
The Optimal Class Size for Object-Oriented Software.	IEEE Trans. Software Eng.	2002	["Khaled El Emam", "Sa\u00efda Benlarbi", "Nishith Goel", "Walc\u00e9lio L. Melo", "Hakim Lounis", "Shesh N. Rai"]
Bayesian Graphical Models for Software Testing.	IEEE Trans. Software Eng.	2002	["David A. Wooff", "Michael Goldstein", "Frank P. A. Cohen"]
Comments on "On the Applicability of Weyuker Property 9 to Object-Oriented Structural Inheritance Complexity Metrics".	IEEE Trans. Software Eng.	2002	["Lu Zhang", "Dan Xie"]
A Methodology for Architecture-Level Reliability Risk Analysis.	IEEE Trans. Software Eng.	2002	["Sherif M. Yacoub", "Hany H. Ammar"]
A Logical Theory of Interfaces and Objects.	IEEE Trans. Software Eng.	2002	["Paulo S. C. Alencar", "Donald D. Cowan", "Carlos Jos\u00e9 Pereira de Lucena"]
Testing Homogeneous Spreadsheet Grids with the "What You See Is What You Test" Methodology.	IEEE Trans. Software Eng.	2002	["Margaret M. Burnett", "Andrei Sheretov", "Bing Ren", "Gregg Rothermel"]
Two Controlled Experiments Assessing the Usefulness of Design Pattern Documentation in Program Maintenance.	IEEE Trans. Software Eng.	2002	["Lutz Prechelt", "Barbara Unger-Lamprecht", "Michael Philippsen", "Walter F. Tichy"]
Incremental Integration Testing of Concurrent Programs.	IEEE Trans. Software Eng.	2002	["Pramod V. Koppol", "Richard H. Carver", "Kuo-Chung Tai"]
Corrections to "The Effectiveness of Control Structure Diagrams in Source Code Comprehension Activities".	IEEE Trans. Software Eng.	2002	["T. Dean Hendrix", "James H. Cross II", "Saeed Maghsoodloo"]
Using Version Control Data to Evaluate the Impact of Software Tools: A Case Study of the Version Editor.	IEEE Trans. Software Eng.	2002	["David L. Atkins", "Thomas Ball", "Todd L. Graves", "Audris Mockus"]
A Survey on Software Architecture Analysis Methods.	IEEE Trans. Software Eng.	2002	["Liliana Dobrica", "Eila Niemel\u00e4"]
CCFinder: A Multilinguistic Token-Based Code Clone Detection System for Large Scale Source Code.	IEEE Trans. Software Eng.	2002	["Toshihiro Kamiya", "Shinji Kusumoto", "Katsuro Inoue"]
Rapid Software Development through Team Collocation.	IEEE Trans. Software Eng.	2002	["Stephanie D. Teasley", "Lisa Covi", "Mayuram S. Krishnan", "Judith S. Olson"]
A Dynamic Coordination Policy for Software System Construction.	IEEE Trans. Software Eng.	2002	["Vijay S. Mookerjee", "I. Robert Chiang"]
Reducing Inspection Interval in Large-Scale Software Development.	IEEE Trans. Software Eng.	2002	["Dewayne E. Perry", "Adam A. Porter", "Michael W. Wade", "Lawrence G. Votta", "James Perpich"]
Assessing the Applicability of Fault-Proneness Models Across Object-Oriented Software Projects.	IEEE Trans. Software Eng.	2002	["Lionel C. Briand", "Walc\u00e9lio L. Melo", "J\u00fcrgen W\u00fcst"]
Preliminary Guidelines for Empirical Research in Software Engineering.	IEEE Trans. Software Eng.	2002	["Barbara Kitchenham", "Shari Lawrence Pfleeger", "Lesley Pickard", "Peter Jones", "David C. Hoaglin", "Khaled El Emam", "Jarrett Rosenberg"]
Watermarking, Tamper-Proofing, and Obfuscation-Tools for Software Protection.	IEEE Trans. Software Eng.	2002	["Christian S. Collberg", "Clark D. Thomborson"]
Formalizing and Integrating the Dynamic Model for Object-Oriented Modeling.	IEEE Trans. Software Eng.	2002	["Betty H. C. Cheng", "Enoch Y. Wang"]
Automatic Detection and Exploitation of Branch Constraints for Timing Analysis.	IEEE Trans. Software Eng.	2002	["Christopher A. Healy", "David B. Whalley"]
A Formal Model of the Software Test Process.	IEEE Trans. Software Eng.	2002	["Jo\u00e3o W. Cangussu", "Raymond A. DeCarlo", "Aditya P. Mathur"]
CTTE: Support for Developing and Analyzing Task Models for Interactive System Design.	IEEE Trans. Software Eng.	2002	["Giulio Mori", "Fabio Patern\u00f2", "Carmen Santoro"]
The Reference Model for Smooth Growth of Software Systems Revisited.	IEEE Trans. Software Eng.	2002	["Wladyslaw M. Turski"]
An Introduction to Rapid System Prototyping.	IEEE Trans. Software Eng.	2002	["Fabrice Kordon", "Luqi"]
Combining a Performance Estimation Methodology with a Hardware/Software Codesign Flow Supporting Multiprocessor Systems.	IEEE Trans. Software Eng.	2002	["Amer Baghdadi", "Nacer-Eddine Zergainoh", "Wander O. Ces\u00e1rio", "Ahmed Amine Jerraya"]
Virtual Benchmarking and Model Continuity in Prototyping Embedded Multiprocessor Signal Processing Systems.	IEEE Trans. Software Eng.	2002	["Randall S. Janka", "Linda M. Wills", "Lewis B. Baumstark Jr."]
Reconfigurable Instruction Set Processors from a Hardware/Software Perspective.	IEEE Trans. Software Eng.	2002	["Francisco Barat", "Rudy Lauwereins", "Geert Deconinck"]
Measurement Programs in Software Development: Determinants of Success.	IEEE Trans. Software Eng.	2002	["Anandasivam Gopal", "Mayuram S. Krishnan", "Tridas Mukhopadhyay", "Dennis Goldenson"]
Quality, Productivity, and Learning in Framework-Based Development: An Exploratory Case Study.	IEEE Trans. Software Eng.	2002	["Maurizio Morisio", "Daniele Romano", "Ioannis Stamelos"]
On Object Systems and Behavioral Inheritance.	IEEE Trans. Software Eng.	2002	["David Harel", "Orna Kupferman"]
An Enhanced Neural Network Technique for Software Risk Analysis.	IEEE Trans. Software Eng.	2002	["Donald E. Neumann"]
Introduction to the Special Section on Petri Nets and Performance Models.	IEEE Trans. Software Eng.	2002	["Gianfranco Ciardo", "Reinhard German", "Boudewijn R. Haverkort"]
Product Form Solution for Generalized Stochastic Petri Nets.	IEEE Trans. Software Eng.	2002	["Gianfranco Balbo", "Steven C. Bruell", "Matteo Sereno"]
Time Domain Analysis of Non-Markovian Stochastic Petri Nets with PRI Transitions.	IEEE Trans. Software Eng.	2002	["Andr\u00e1s Horv\u00e1th", "Mikl\u00f3s Telek"]
Fluid Stochastic Petri Nets Augmented with Flush-Out Arcs: A Transient Analysis Technique.	IEEE Trans. Software Eng.	2002	["Marco Gribaudo", "Andr\u00e1s Horv\u00e1th"]
The Möbius Framework and Its Implementation.	IEEE Trans. Software Eng.	2002	["Daniel D. Deavours", "Graham Clark", "Tod Courtney", "David Daly", "Salem Derisavi", "Jay M. Doyle", "William H. Sanders", "Patrick G. Webster"]
Recovering Traceability Links between Code and Documentation.	IEEE Trans. Software Eng.	2002	["Giuliano Antoniol", "Gerardo Canfora", "Gerardo Casazza", "Andrea De Lucia", "Ettore Merlo"]
Better Reliability Assessment and Prediction through Data Clustering.	IEEE Trans. Software Eng.	2002	["Jeff Tian"]
Obituary for Ole-Johan Dahl (1931-2002), Edsger Wybe Dijkstra (1930-2002), and Kristen Nygaard (1926-2002).	IEEE Trans. Software Eng.	2002	[]
Disaggregating and Calibrating the CASE Tool Variable in COCOMO II.	IEEE Trans. Software Eng.	2002	["Jongmoon Baik", "Barry W. Boehm", "Bert Steece"]
Timed Wp-Method: Testing Real-Time Systems.	IEEE Trans. Software Eng.	2002	["Abdeslam En-Nouaary", "Rachida Dssouli", "Ferhat Khendek"]
Engineering Mobile Agent Applications via Context-Dependent Coordination.	IEEE Trans. Software Eng.	2002	["Giacomo Cabri", "Letizia Leonardi", "Franco Zambonelli"]
Behavior Protocols for Software Components.	IEEE Trans. Software Eng.	2002	["Frantisek Plasil", "Stanislav Visnovsky"]
An Efficient Distributed Online Algorithm to Detect Strong Conjunctive Predicates.	IEEE Trans. Software Eng.	2002	["Loon-Been Chen", "I-Chen Wu"]
A Temporal Approach for Testing Distributed Systems.	IEEE Trans. Software Eng.	2002	["Ahmed Khoumsi"]
Editorial: New AE Introduction/Farewell.	IEEE Trans. Software Eng.	2002	["John C. Knight"]
An Operational Process for Goal-Driven Definition of Measures.	IEEE Trans. Software Eng.	2002	["Lionel C. Briand", "Sandro Morasca", "Victor R. Basili"]
Optimum Control Limits for Employing Statistical Process Control in Software Process.	IEEE Trans. Software Eng.	2002	["Pankaj Jalote", "Ashish Saxena"]
Explaining Software Developer Acceptance of Methodologies: A Comparison of Five Theoretical Models.	IEEE Trans. Software Eng.	2002	["Cynthia K. Riemenschneider", "Bill C. Hardgrave", "Fred D. Davis"]
An Empirical Analysis of C Preprocessor Use.	IEEE Trans. Software Eng.	2002	["Michael D. Ernst", "Greg J. Badros", "David Notkin"]
Ethical Issues in Empirical Studies of Software Engineering.	IEEE Trans. Software Eng.	2002	["Janice Singer", "Norman G. Vinson"]
Is it Possible to Decorate Graphical Software Design and Architecture Models with Qualitative Information?-An Experiment.	IEEE Trans. Software Eng.	2002	["Lars Bratthall", "Claes Wohlin"]
Does Code Decay? Assessing the Evidence from Change Management Data.	IEEE Trans. Software Eng.	2001	["Stephen G. Eick", "Todd L. Graves", "Alan F. Karr", "J. S. Marron", "Audris Mockus"]
Design and Implementation of a VBR Continuous Media File Server.	IEEE Trans. Software Eng.	2001	["Dwight J. Makaroff", "Gerald W. Neufeld", "Norman C. Hutchinson"]
The Generic Consensus Service.	IEEE Trans. Software Eng.	2001	["Rachid Guerraoui", "Andr\u00e9 Schiper"]
Toward a Mathematical Foundation of Software Engineering Methods.	IEEE Trans. Software Eng.	2001	["Manfred Broy"]
Toward Reference Models of Requirements Traceability.	IEEE Trans. Software Eng.	2001	["Balasubramaniam Ramesh", "Matthias Jarke"]
Guest Editors' Introduction: 1999 International Conference on Software Engineering.	IEEE Trans. Software Eng.	2001	["Jeff Kramer", "David Garlan", "David S. Rosenblum"]
Dynamically Discovering Likely Program Invariants to Support Program Evolution.	IEEE Trans. Software Eng.	2001	["Michael D. Ernst", "Jake Cockrell", "William G. Griswold", "David Notkin"]
Avoiding Packaging Mismatch with Flexible Packaging.	IEEE Trans. Software Eng.	2001	["Robert DeLine"]
Hierarchical GUI Test Case Generation Using Automated Planning.	IEEE Trans. Software Eng.	2001	["Atif M. Memon", "Martha E. Pollack", "Mary Lou Soffa"]
Lightweight Extraction of Object Models from Bytecode.	IEEE Trans. Software Eng.	2001	["Daniel Jackson", "Allison Waingold"]
Optimizing Symbolic Model Checking for Statecharts.	IEEE Trans. Software Eng.	2001	["William Chan", "Richard J. Anderson", "Paul Beame", "David H. Jones", "David Notkin", "William E. Warner"]
Design of Multi-Invariant Data Structures for Robust Shared Accesses in Multiprocessor Systems.	IEEE Trans. Software Eng.	2001	["I-Ling Yen", "Farokh B. Bastani", "David J. Taylor"]
An Interval Logic for Real-Time System Specification.	IEEE Trans. Software Eng.	2001	["Riccardo Mattolini", "Paolo Nesi"]
Interface Mutation: An Approach for Integration Testing.	IEEE Trans. Software Eng.	2001	["M\u00e1rcio Eduardo Delamaro", "Jos\u00e9 Carlos Maldonado", "Aditya P. Mathur"]
Empirical Studies of a Prediction Model for Regression Test Selection.	IEEE Trans. Software Eng.	2001	["Mary Jean Harrold", "David S. Rosenblum", "Gregg Rothermel", "Elaine J. Weyuker"]
An Empirical Study Using Task Assignment Patterns to Improve the Accuracy of Software Effort Estimation.	IEEE Trans. Software Eng.	2001	["Randy K. Smith", "Joanne E. Hale", "Allen S. Parrish"]
An Atomicity-Generating Protocol for Anonymous Currencies.	IEEE Trans. Software Eng.	2001	["L. Jean Camp"]
Comments on 'Factors that Impact Implementing a System Development Methodology'.	IEEE Trans. Software Eng.	2001	["Surya B. Yadav", "Neal G. Shaw", "Linda Webb", "Canan Sutcu"]
Response to 'Comments on Factors that Impact the Implementation of a Systems Development Methodology'.	IEEE Trans. Software Eng.	2001	["Tom L. Roberts Jr.", "Michael L. Gibson", "R. Kelly Rainer Jr.", "Kent T. Fields"]
Design, Construction, and Application of a Generic Visual Language Generation Environment.	IEEE Trans. Software Eng.	2001	["Kang Zhang", "Da-Qian Zhang", "Jiannong Cao"]
Group Communication in Partitionable Systems: Specification and Algorithms.	IEEE Trans. Software Eng.	2001	["\u00d6zalp Babaoglu", "Renzo Davoli", "Alberto Montresor"]
A Vector-Based Approach to Software Size Measurement and Effort Estimation.	IEEE Trans. Software Eng.	2001	["T. E. Hastings", "A. S. M. Sajeev"]
Concept Analysis for Module Restructuring.	IEEE Trans. Software Eng.	2001	["Paolo Tonella"]
Software Reflexion Models: Bridging the Gap between Design and Implementation.	IEEE Trans. Software Eng.	2001	["Gail C. Murphy", "David Notkin", "Kevin J. Sullivan"]
On the Applicability of Weyuker Property 9 to Object-Oriented Structural Inheritance Complexity Metrics.	IEEE Trans. Software Eng.	2001	["Gursaran", "Gurdev Roy"]
Editorial.	IEEE Trans. Software Eng.	2001	["Anneliese Amschler Andrews"]
An Internally Replicated Quasi-Experimental Comparison of Checklist and Perspective-Based Reading of Code Documents.	IEEE Trans. Software Eng.	2001	["Oliver Laitenberger", "Khaled El Emam", "Thomas G. Harbich"]
Reduction Methods for Real-Time Systems Using Delay Time Petri Nets.	IEEE Trans. Software Eng.	2001	["Eric Y. T. Juan", "Jeffrey J. P. Tsai", "Tadao Murata", "Yi Zhou"]
An Efficient Algorithm for Aggregating PEPA Models.	IEEE Trans. Software Eng.	2001	["Stephen Gilmore", "Jane Hillston", "Marina Ribaudo"]
An Experiment Measuring the Effects of Personal Software Process (PSP) Training.	IEEE Trans. Software Eng.	2001	["Lutz Prechelt", "Barbara Unger"]
Analysis of the Effects of Software Reuse on Customer Satisfaction in an RPG Environment.	IEEE Trans. Software Eng.	2001	["Giancarlo Succi", "Luigi Benedicenti", "Tullio Vernazza"]
Complexity of Points-To Analysis of Java in the Presence of Exceptions.	IEEE Trans. Software Eng.	2001	["Ramkrishna Chatterjee", "Barbara G. Ryder", "William Landi"]
A Controlled Experiment for Evaluating Quality Guidelines on the Maintainability of Object-Oriented Designs.	IEEE Trans. Software Eng.	2001	["Lionel C. Briand", "Christian Bunse", "John W. Daly"]
CTK: Configurable Object Abstractions for Multiprocessors.	IEEE Trans. Software Eng.	2001	["Dilma Da Silva", "Karsten Schwan", "Greg Eisenhauer"]
Modeling the Dynamic Behavior of Hypermedia Applications.	IEEE Trans. Software Eng.	2001	["Paloma D\u00edaz", "Ignacio Aedo", "Fivos Panetsos"]
Comments on 'The Model Checker SPIN'.	IEEE Trans. Software Eng.	2001	["Ki-Seok Bang", "Jin-Young Choi", "Chuck Yoo"]
Corrections to 'Avoiding Packaging Mismatch with Flexible Packaging'.	IEEE Trans. Software Eng.	2001	["Robert DeLine"]
Foundations of the Trace Assertion Method of Module Interface Specification.	IEEE Trans. Software Eng.	2001	["Ryszard Janicki", "Emil Sekerinski"]
Simulation-Verification: Biting at the State Explosion Problem.	IEEE Trans. Software Eng.	2001	["Douglas A. Stuart", "Monica Brockmeyer", "Aloysius K. Mok", "Farnam Jahanian"]
A Tool to Help Tune where Computation Is Performed.	IEEE Trans. Software Eng.	2001	["Hyeonsang Eom", "Jeffrey K. Hollingsworth"]
The Confounding Effect of Class Size on the Validity of Object-Oriented Metrics.	IEEE Trans. Software Eng.	2001	["Khaled El Emam", "Sa\u00efda Benlarbi", "Nishith Goel", "Shesh N. Rai"]
Automatic Analysis of Consistency between Requirements and Designs.	IEEE Trans. Software Eng.	2001	["Marsha Chechik", "John D. Gannon"]
Defining and Applying Measures of Distance Between Specifications.	IEEE Trans. Software Eng.	2001	["Lamia Labed Jilani", "Jules Desharnais", "Ali Mili"]
Techniques to Tackle State Explosion in Global Predicate Detection.	IEEE Trans. Software Eng.	2001	["Sridhar Alagar", "Subbarayan Venkatesan"]
Reversible Debugging Using Program Instrumentation.	IEEE Trans. Software Eng.	2001	["Shyh-Kwei Chen", "W. Kent Fuchs", "Jen-Yao Chung"]
Static Analysis and Dynamic Steering of Time-Dependent Systems.	IEEE Trans. Software Eng.	2001	["Enrico Vicario"]
Formal Analysis of a Space-Craft Controller Using SPIN.	IEEE Trans. Software Eng.	2001	["Klaus Havelund", "Michael R. Lowry", "John Penix"]
Erratum Corrections to 'Modeling the Dynamic Behavior of Hypermedia Applications'.	IEEE Trans. Software Eng.	2001	["Paloma D\u00edaz", "Ignacio Aedo", "Fivos Panetsos"]
Dynamic Adaptation and Deployment of Distributed Components In Hadas.	IEEE Trans. Software Eng.	2001	["Israel Ben-Shaul", "Ophir Holder", "Boris Lavva"]
Modeling Software Measurement Data.	IEEE Trans. Software Eng.	2001	["Barbara Kitchenham", "Robert T. Hughes", "Stephen G. Linkman"]
Bounding Cache-Related Preemption Delay for Real-Time Systems.	IEEE Trans. Software Eng.	2001	["Chang-Gun Lee", "Kwangpo Lee", "Joosun Hahn", "Yang-Min Seo", "Sang Lyul Min", "Rhan Ha", "Seongsoo Hong", "Chang Yun Park", "Minsuk Lee", "Chong-Sang Kim"]
The JEDI Event-Based Infrastructure and Its Application to the Development of the OPSS WFMS.	IEEE Trans. Software Eng.	2001	["Gianpaolo Cugola", "Elisabetta Di Nitto", "Alfonso Fuggetta"]
Evaluating Capture-Recapture Models with Two Inspectors.	IEEE Trans. Software Eng.	2001	["Khaled El Emam", "Oliver Laitenberger"]
Editorial.	IEEE Trans. Software Eng.	2001	["Anneliese Amschler Andrews"]
Performance Evaluation of Mobile Processes via Abstract Machines.	IEEE Trans. Software Eng.	2001	["Chiara Nottegar", "Corrado Priami", "Pierpaolo Degano"]
Software Cost Estimation with Incomplete Data.	IEEE Trans. Software Eng.	2001	["Kevin Strike", "Khaled El Emam", "Nazim H. Madhavji"]
EMERALDS: A Small-Memory Real-Time Microkernel.	IEEE Trans. Software Eng.	2001	["Khawar M. Zuberi", "Kang G. Shin"]
Prioritizing Test Cases For Regression Testing.	IEEE Trans. Software Eng.	2001	["Gregg Rothermel", "Roland H. Untch", "Chengyun Chu", "Mary Jean Harrold"]
On Comparisons of Random, Partition, and Proportional Partition Testing.	IEEE Trans. Software Eng.	2001	["Simeon C. Ntafos"]
Guest Editor's Introduction: Seventh International Software Metrics Symposium.	IEEE Trans. Software Eng.	2001	["Claes Wohlin"]
Modeling Development Effort in Object-Oriented Systems Using Design Properties.	IEEE Trans. Software Eng.	2001	["Lionel C. Briand", "J\u00fcrgen W\u00fcst"]
Predicting with Sparse Data.	IEEE Trans. Software Eng.	2001	["Martin J. Shepperd", "Michelle Cartwright"]
Analyzing Data Sets with Missing Data: An Empirical Evaluation of Imputation Methods and Likelihood-Based Methods.	IEEE Trans. Software Eng.	2001	["Ingunn Myrtveit", "Erik Stensrud", "Ulf H. Olsson"]
Comparing Software Prediction Techniques Using Simulation.	IEEE Trans. Software Eng.	2001	["Martin J. Shepperd", "Gada F. Kadoda"]
Measuring and Modeling Usage and Reliability for Statistical Web Testing.	IEEE Trans. Software Eng.	2001	["Chaitanya Kallepalli", "Jeff Tian"]
Apportioning: A Technique for Efficient Reachability Analysis of Concurrent Object-Oriented Programs.	IEEE Trans. Software Eng.	2001	["Sridhar Iyer", "S. Ramesh"]
Reliability Estimation for a Software System with Sequential Independent Reviews.	IEEE Trans. Software Eng.	2001	["Nancy E. Rallis", "Zachary F. Lansdowne"]
Estimation and Prediction Metrics for Adaptive Maintenance Effort of Object-Oriented Systems.	IEEE Trans. Software Eng.	2001	["Fabrizio Fioravanti", "Paolo Nesi"]
Generating Software Test Data by Evolution.	IEEE Trans. Software Eng.	2001	["Christoph C. Michael", "Gary McGraw", "Michael Schatz"]
A Layered Architecture for Uniform Version Management.	IEEE Trans. Software Eng.	2001	["Bernhard Westfechtel", "Bj\u00f8rn P. Munch", "Reidar Conradi"]
A Controlled Experiment in Maintenance Comparing Design Patterns to Simpler Solutions.	IEEE Trans. Software Eng.	2001	["Lutz Prechelt", "Barbara Unger", "Walter F. Tichy", "Peter Br\u00f6ssler", "Lawrence G. Votta"]
The Effectiveness of Software Development Technical Reviews: A Behaviorally Motivated Program of Research.	IEEE Trans. Software Eng.	2000	["Chris Sauer", "D. Ross Jeffery", "Lesley Pek Wee Land", "Philip Yetton"]
Intent Specifications: An Approach to Building Human-Centered Specifications.	IEEE Trans. Software Eng.	2000	["Nancy G. Leveson"]
