Title	Venue	Year	Authors
An Examination of Fault Exposure Ratio.	IEEE Trans. Software Eng.	1993	["Yashwant K. Malaiya", "Anneliese von Mayrhauser", "Pradip K. Srimani"]
Software Reliability Model with Optimal Selection of Failure Data.	IEEE Trans. Software Eng.	1993	["Norman F. Schneidewind"]
FINE: A Fault Injection and Monitoring Environment for Tracing the UNIX System Behavior under Faults.	IEEE Trans. Software Eng.	1993	["Wei-lun Kao", "Ravishankar K. Iyer", "Dong Tang"]
Optimization Models for Reliability of Modular Software Systems.	IEEE Trans. Software Eng.	1993	["Oded Berman", "Noushin Ashrafi"]
Process Model Evolution in the SPADE Environment.	IEEE Trans. Software Eng.	1993	["Sergio Bandinelli", "Alfonso Fuggetta", "Carlo Ghezzi"]
Techniques for Process Model Evolution in EPOS.	IEEE Trans. Software Eng.	1993	["Maria Letizia Jaccheri", "Reidar Conradi"]
A Case Study of Software Process Improvement During Development.	IEEE Trans. Software Eng.	1993	["Inderpal S. Bhandari", "Michael J. Halliday", "Eric Tarver", "David Brown", "Jarir K. Chaar", "Ram Chillarege"]
Modified Rate-Monotonic Algorithm for Scheduling Periodic Jobs with Deferred Deadlines.	IEEE Trans. Software Eng.	1993	["Wei-Kuan Shih", "Jane W.-S. Liu", "C. L. Liu"]
The Influence of Scale on Distributed File System Design.	IEEE Trans. Software Eng.	1992	["Mahadev Satyanarayanan"]
Introducing Objectcharts or How to Use Statecharts in Object-Oriented Design.	IEEE Trans. Software Eng.	1992	["Derek Coleman", "Fiona Hayes", "Stephen Bear"]
Language Design For Program Manipulation.	IEEE Trans. Software Eng.	1992	["Eduardus A. T. Merks", "J. Michael Dyck", "Robert D. Cameron"]
Estimating the Probability of Failure When Testing Reveals No Failures.	IEEE Trans. Software Eng.	1992	["Keith W. Miller", "Larry J. Morell", "Robert E. Noonan", "Stephen K. Park", "David M. Nicol", "Branson W. Murrill", "Jeffrey M. Voas"]
Analysis of the Periodic Update Write Policy For Disk Cache.	IEEE Trans. Software Eng.	1992	["Scott D. Carson", "Sanjeev Setia"]
Performance Evaluation of Parallel Systems by Using Unbounded Generalized Stochastic Petri Nets.	IEEE Trans. Software Eng.	1992	["Mercedes Granda", "Jos\u00e9 M. Drake", "Jos\u00e9 A. Gregorio"]
On the Optimal Checkpointing of Critical Tasks and Transaction-Oriented Systems.	IEEE Trans. Software Eng.	1992	["Vincenzo Grassi", "Lorenzo Donatiello", "Salvatore Tucci"]
Scalar Memory References in Pipelined Multiprocessors: A Performance Study.	IEEE Trans. Software Eng.	1992	["Ravi Ganesan", "Shlomo Weiss"]
Subprogram Inlining: A Study of its Effects on Program Execution Time.	IEEE Trans. Software Eng.	1992	["Jack W. Davidson", "Anne M. Holler"]
Spawn: A Distributed Computational Economy.	IEEE Trans. Software Eng.	1992	["Carl A. Waldspurger", "Tad Hogg", "Bernardo A. Huberman", "Jeffrey O. Kephart", "W. Scott Stornetta"]
Analysis of Hybrid Concurrency Control Schemes For a High Data Contention Environment.	IEEE Trans. Software Eng.	1992	["Philip S. Yu", "Daniel M. Dias"]
X-Ware Reliability and Availability Modeling.	IEEE Trans. Software Eng.	1992	["Jean-Claude Laprie", "Karama Kanoun"]
A Dynamic Load-Balancing Policy With a Central Job Dispatcher (LBC).	IEEE Trans. Software Eng.	1992	["Hwa-Chun Lin", "C. S. Raghavendra"]
A New Approach to the Modeling of Recovery Block Structures.	IEEE Trans. Software Eng.	1992	["Geppino Pucci"]
Comments on an Optimal Set of Indices For a Relational Database.	IEEE Trans. Software Eng.	1992	["Bernd-J\u00fcrgen Falkowski"]
An Automated Approach to Information Systems Decomposition.	IEEE Trans. Software Eng.	1992	["Dan Paulson", "Yair Wand"]
Orca: A Language For Parallel Programming of Distributed Systems.	IEEE Trans. Software Eng.	1992	["Henri E. Bal", "M. Frans Kaashoek", "Andrew S. Tanenbaum"]
Structural Testing of Concurrent Programs.	IEEE Trans. Software Eng.	1992	["Richard N. Taylor", "David L. Levine", "Cheryl D. Kelly"]
Two-Dimensional Specification of Universal Quantification in a Graphical Database Query Language.	IEEE Trans. Software Eng.	1992	["Kyu-Young Whang", "Ashok Malhotra", "Gary H. Sockut", "Luanne M. Burns", "Key-Sun Choi"]
A Lingua Franca For Concurrent Logic Programming.	IEEE Trans. Software Eng.	1992	["Hamish Taylor"]
A Control-Flow Normalization Algorithm and Its Complexity.	IEEE Trans. Software Eng.	1992	["Zahira Ammarguellat"]
Specification and Analysis of Parallel/Distributed Software and Systems by Petri Nets With Transition Enabling Functions.	IEEE Trans. Software Eng.	1992	["Yiannis E. Papelis", "Thomas L. Casavant"]
A Software Size Model.	IEEE Trans. Software Eng.	1992	["June M. Verner", "Graham Tate"]
A VDM Case Study in mural.	IEEE Trans. Software Eng.	1992	["Robert E. Fields", "Morten Elvang-G\u00f8ransson"]
Parallel Computing Optimization in the Apollo Domain Network.	IEEE Trans. Software Eng.	1992	["M. Ferhan Pekergin"]
SPARE: A Development Environment For Program Analysis Algorithms.	IEEE Trans. Software Eng.	1992	["G. A. Venkatesh", "Charles N. Fischer"]
Estimating Capacity For Sharing in a Privately Owned Workstation Environment.	IEEE Trans. Software Eng.	1992	["Matt W. Mutka"]
Semantically Extended Data Flow Diagrams: A Formal Specification Tool.	IEEE Trans. Software Eng.	1992	["Robert B. France"]
On Workload Characterization of Relational Database Environments.	IEEE Trans. Software Eng.	1992	["Philip S. Yu", "Ming-Syan Chen", "Hans-Ulrich Heiss", "Sukho Lee"]
Generation of Interactive Parsers With Error Handling.	IEEE Trans. Software Eng.	1992	["Eric Steegmans", "Johan Lewi", "Ivo Van Horebeek"]
Cognitive Fit: An Empirical Study of Recursion and Iteration.	IEEE Trans. Software Eng.	1992	["Atish P. Sinha", "Iris Vessey"]
Environment Evolution: The Prism Model of Changes.	IEEE Trans. Software Eng.	1992	["Nazim H. Madhavji"]
Data-Oriented Exception Handling.	IEEE Trans. Software Eng.	1992	["Qian Cui", "John D. Gannon"]
Analysis of a Virtual Memory Model For Maintaining Database Views.	IEEE Trans. Software Eng.	1992	["Kathryn C. Kinsley", "Charles E. Hughes"]
Methodology For Validating Software Metrics.	IEEE Trans. Software Eng.	1992	["Norman F. Schneidewind"]
The Detection of Fault-Prone Programs.	IEEE Trans. Software Eng.	1992	["John C. Munson", "Taghi M. Khoshgoftaar"]
On Parallel Processing Systems: Amdahl's Law Generalized and Some Results on Optimal Design.	IEEE Trans. Software Eng.	1992	["Leonard Kleinrock", "Jau-Hsiung Huang"]
Knowledge Representation and Reasoning in Software Engineering.	IEEE Trans. Software Eng.	1992	["Alexander Borgida", "Matthias Jarke"]
Seven Layers of Knowledge Representation and Reasoning in Support of Software Development.	IEEE Trans. Software Eng.	1992	["Charles Rich", "Yishai A. Feldman"]
Knowledge Representation and Reasoning in the Design of Composite Systems.	IEEE Trans. Software Eng.	1992	["Stephen Fickas", "B. Robert Helm"]
Representing and Using Nonfunctional Requirements: A Process-Oriented Approach.	IEEE Trans. Software Eng.	1992	["John Mylopoulos", "Lawrence Chung", "Brian A. Nixon"]
Supporting Systems Development by Capturing Deliberations During Requirements Engineering.	IEEE Trans. Software Eng.	1992	["Balasubramaniam Ramesh", "Vasant Dhar"]
Supporting Software Designers with Integrated Domain-Oriented Design Environments.	IEEE Trans. Software Eng.	1992	["Gerhard Fischer", "Andreas Girgensohn", "Kumiyo Nakakoji", "David F. Redmiles"]
Knowledge Representation and Reasoning in a Software Synthesis Architecture.	IEEE Trans. Software Eng.	1992	["Dorothy E. Setliff", "Rob A. Rutenbar"]
Designing and Prototyping Data-Intensive Applications in the Logres and Algres Programming Environment.	IEEE Trans. Software Eng.	1992	["Filippo Cacace", "Stefano Ceri", "Letizia Tanca", "Stefano Crespi-Reghizzi"]
Guest Editor's Introduction to the Special Issue on Neural Network Software and Systems.	IEEE Trans. Software Eng.	1992	["Erol Gelenbe"]
A General Framework for Concurrent Simulation of Neural Network Models.	IEEE Trans. Software Eng.	1992	["Gregory L. Heileman", "Michael Georgiopoulos", "William D. Roome"]
Prediction of Software Reliability Using Connectionist Models.	IEEE Trans. Software Eng.	1992	["Nachimuthu Karunanithi", "Darrell Whitley", "Yashwant K. Malaiya"]
A Software Environment For Studying Computational Neural Systems.	IEEE Trans. Software Eng.	1992	["Edmond Mesrobian", "Josef Skrzypek"]
Pictorial Information Retrieval Using the Random Neural Network.	IEEE Trans. Software Eng.	1992	["Andreas Stafylopatis", "Aristidis Likas"]
A Framework for Neural Net Specification.	IEEE Trans. Software Eng.	1992	["Leslie S. Smith"]
Algorithmic Transformations for Neural Computing and Performance of Supervised Learning on a Dataflow Machine.	IEEE Trans. Software Eng.	1992	["S. T. Kim", "K. Suwunboriruksa", "S. Herath", "Anura P. Jayasumana", "Jayantha A. Herath"]
Compound-Poisson Software Reliability Model.	IEEE Trans. Software Eng.	1992	["Mehmet Sahinoglu"]
Persistent Caching: An Implementation Technique for Complex Objects with Object Identity.	IEEE Trans. Software Eng.	1992	["Kazuhiko Kato", "Takashi Masuda"]
Negotiated Interfaces for Software Reuse.	IEEE Trans. Software Eng.	1992	["Gordon S. Novak", "Fredrick N. Hill", "Man-Lee Wan", "Brian G. Sayrs"]
Working with Persistent Objects: To Swizzle or Not to Swizzle.	IEEE Trans. Software Eng.	1992	["J. Eliot B. Moss"]
Fundamentals of Deductive Program Synthesis.	IEEE Trans. Software Eng.	1992	["Zohar Manna", "Richard J. Waldinger"]
Querying of Executable Software Specifications.	IEEE Trans. Software Eng.	1992	["Giancarlo Nota", "Giuliano Pacini"]
PIE: A Dynamic Failure-Based Technique.	IEEE Trans. Software Eng.	1992	["Jeffrey M. Voas"]
Computer Aided Analysis and Derivation for Artificial Neural Systems.	IEEE Trans. Software Eng.	1992	["Dongming Wang", "Bernd Sch\u00fcrmann"]
Dynamic Scheduling of Hard Real-Time Tasks and Real-Time Threads.	IEEE Trans. Software Eng.	1992	["Karsten Schwan", "Hongyi Zhou"]
Detecting Unsafe Error Recovery Schedules.	IEEE Trans. Software Eng.	1992	["Robyn R. Lutz", "Johnny S. Wong"]
Guest Editors' Introduction: Specification and Analysis of Real-Time Systems.	IEEE Trans. Software Eng.	1992	["Richard A. Kemmerer", "Carlo Ghezzi"]
A Layered Approach to Automating the Verification of Real-Time Systems.	IEEE Trans. Software Eng.	1992	["Richard Gerber", "Insup Lee"]
Programming and Verifying Real-Time Systems by Means of the Synchronous Data-Flow Language LUSTRE.	IEEE Trans. Software Eng.	1992	["Nicolas Halbwachs", "Fabienne Lagnier", "Christophe Ratel"]
Compiling Real-Time Specifications into Extended Automata.	IEEE Trans. Software Eng.	1992	["Xavier Nicollin", "Joseph Sifakis", "Sergio Yovine"]
Communicating Real-Time State Machines.	IEEE Trans. Software Eng.	1992	["Alan C. Shaw"]
A Case-Study in Timed Refinement: A Mine Pump.	IEEE Trans. Software Eng.	1992	["Brendan P. Mahony", "Ian J. Hayes"]
A Case Study Of CES: A Distributed Collaborative Editing System Implemented In Argus.	IEEE Trans. Software Eng.	1992	["Irene Greif", "Robert Seliger", "William E. Weihl"]
Grammars and Relations.	IEEE Trans. Software Eng.	1992	["Leo Mark", "Roberta Cochrane"]
Representation and Presentation of Requirements Knowledge.	IEEE Trans. Software Eng.	1992	["W. Lewis Johnson", "Martin S. Feather", "David R. Harris"]
Commitment-Based Software Development.	IEEE Trans. Software Eng.	1992	["William S. Mark", "Sherman W. Tyler", "James McGuire", "Jon L. Schlossberg"]
Representing Software Engineering Models: The TAME Goal Oriented Approach.	IEEE Trans. Software Eng.	1992	["Markku Oivo", "Victor R. Basili"]
Analysis of Concurrency-Coherency Control Protocols for Distributed Transaction Processing Systems with Regional Locality.	IEEE Trans. Software Eng.	1992	["Bruno Ciciani", "Daniel M. Dias", "Philip S. Yu"]
Software Effort Models for Early Estimation of Process Control Applications.	IEEE Trans. Software Eng.	1992	["Tridas Mukhopadhyay", "Sunder Kekre"]
Guest Editorial Introduction: Special Issue on Software Measurement Principles, Techniques, and Environment.	IEEE Trans. Software Eng.	1992	["Richard W. Selby", "Koji Torii"]
A Pattern Recognition Approach for Software Engineering Data Analysis.	IEEE Trans. Software Eng.	1992	["Lionel C. Briand", "Victor R. Basili", "William M. Thomas"]
Orthogonal Defect Classification - A Concept for In-Process Measurements.	IEEE Trans. Software Eng.	1992	["Ram Chillarege", "Inderpal S. Bhandari", "Jarir K. Chaar", "Michael J. Halliday", "Diane S. Moebus", "Bonnie K. Ray", "Man-Yuen Wong"]
Seesoft-A Tool For Visualizing Line Oriented Software Statistics.	IEEE Trans. Software Eng.	1992	["Stephen G. Eick", "Joseph L. Steffen", "Eric E. Sumner Jr."]
A Specificational Approach to High Level Program Monitoring and Measuring.	IEEE Trans. Software Eng.	1992	["Yingsha Liao", "Donald Cohen"]
Predictive Modeling Techniques of Software Quality from Software Measures.	IEEE Trans. Software Eng.	1992	["Taghi M. Khoshgoftaar", "John C. Munson", "Bibhuti B. Bhattacharya", "Gary D. Richardson"]
Projecting Software Defects From Analyzing Ada Designs.	IEEE Trans. Software Eng.	1992	["William W. Agresti", "William M. Evanco"]
A Practical View of Software Measurement and Implementation Experiences Within Motorola.	IEEE Trans. Software Eng.	1992	["Michael Daskalantonakis"]
Improving the Reliability of Function Point Measurement: An Empirical Study.	IEEE Trans. Software Eng.	1992	["Chris F. Kemerer", "Benjamin S. Porter"]
An Entropy-Based Measure of Software Complexity.	IEEE Trans. Software Eng.	1992	["Warren Harrison"]
Guest Editor's Introduction: Special Issue on Software Maintenance.	IEEE Trans. Software Eng.	1992	["Vaclav Rajlich"]
Maintenance Support for Object-Oriented Programs.	IEEE Trans. Software Eng.	1992	["Norman Wilde", "Ross Huitt"]
Support for Maintaining Object-Oriented Programs.	IEEE Trans. Software Eng.	1992	["Moises Lejter", "Scott Meyers", "Steven P. Reiss"]
A Logic-Based Approach to Reverse Engineering Tools Production.	IEEE Trans. Software Eng.	1992	["Gerardo Canfora", "Aniello Cimitile", "Ugo de Carlini"]
A Hybrid Knowledge Representation as a Basis of Requirement Specification and Specification Analysis.	IEEE Trans. Software Eng.	1992	["Jeffrey J. P. Tsai", "Thomas J. Weigert", "Hung-Chin Jang"]
Program Concept Recognition and Transformation.	IEEE Trans. Software Eng.	1992	["Wojtek Kozaczynski", "Jim Q. Ning", "Andre Engberts"]
Programming with Streams in a Pascal-Like Language.	IEEE Trans. Software Eng.	1991	["Ikuo Nakata", "Masataka Sassa"]
Towards the Automatic Generation of Software Diagrams.	IEEE Trans. Software Eng.	1991	["L. Beth Protsko", "Paul G. Sorenson", "J. Paul Tremblay", "Douglas A. Schaefer"]
An Architecture for High Performance Engineering Information Systems.	IEEE Trans. Software Eng.	1991	["Nick Roussopoulos", "Leo Mark", "Timos K. Sellis", "Christos Faloutsos"]
Experimental Evaluation of a Real-Time Scheduler for a Multiprocessor System.	IEEE Trans. Software Eng.	1991	["Ben A. Blake", "Karsten Schwan"]
Debugging Concurrent Ada Programs by Deterministic Execution.	IEEE Trans. Software Eng.	1991	["Kuo-Chung Tai", "Richard H. Carver", "Evelyn E. Obaid"]
The x-Kernel: An Architecture for Implementing Network Protocols.	IEEE Trans. Software Eng.	1991	["Norman C. Hutchinson", "Larry L. Peterson"]
Query Optimization for Nontraditional Database Applications.	IEEE Trans. Software Eng.	1991	["Timos K. Sellis", "Leonard D. Shapiro"]
Performance Measurement and Modeling to Evaluate Various Effects on a Shared Memory Multiprocessor.	IEEE Trans. Software Eng.	1991	["Xiaodong Zhang"]
Correction to "Approximate Reasoning About the Semantic Effects of Program Changes".	IEEE Trans. Software Eng.	1991	["Mark Moriconi", "Timothy C. Winkler"]
Guest Editors' Introduction Special Section on Petri Net Performance Models.	IEEE Trans. Software Eng.	1991	["Sadatoshi Kumagai", "Tadao Murata", "Shojiro Nishio"]
Generalization of Queueing Network Product Form Solutions to Stochastic Petri Nets.	IEEE Trans. Software Eng.	1991	["Gerard Florin", "St\u00e9phane Natkin"]
Embedded Processes in Stochastic Petri Nets.	IEEE Trans. Software Eng.	1991	["William Henderson", "Peter G. Taylor"]
Ergodicity and Throughput Bounds of Petri Nets with Unique Consistent Firing Count Vector.	IEEE Trans. Software Eng.	1991	["Javier Campos", "Giovanni Chiola", "Manuel Silva"]
Modeling and On-Line Scheduling of Flexible Manufacturing Systems Using Stochastic Petri Nets.	IEEE Trans. Software Eng.	1991	["Itsuo Hatono", "Keiichi Yamagata", "Hiroyuki Tamura"]
Stability, Availability and Response in Network File Service.	IEEE Trans. Software Eng.	1991	["Jason Gait"]
Analyzing Error-Prone System Structure.	IEEE Trans. Software Eng.	1991	["Richard W. Selby", "Victor R. Basili"]
An Environment for Developing Fault-Tolerant Software.	IEEE Trans. Software Eng.	1991	["James M. Purtilo", "Pankaj Jalote"]
A Unified High-Level Petri Net Formalism for Time-Critical Systems.	IEEE Trans. Software Eng.	1991	["Carlo Ghezzi", "Dino Mandrioli", "Sandro Morasca", "Mauro Pezz\u00e8"]
An Empirical Comparison of Software Fault Tolerance and Fault Elimination.	IEEE Trans. Software Eng.	1991	["Timothy J. Shimeall", "Nancy G. Leveson"]
The Imposition of Protocols Over Open Distributed Systems.	IEEE Trans. Software Eng.	1991	["Naftaly H. Minsky"]
Predicting (Individual) Software Productivity.	IEEE Trans. Software Eng.	1991	["Watts S. Humphrey", "Nozer D. Singpurwalla"]
Guest Editors' Introduction Requirements Engineering.	IEEE Trans. Software Eng.	1991	["Alan M. Davis", "Peter Freeman"]
An Insider's Evaluation of PAISLey.	IEEE Trans. Software Eng.	1991	["Pamela Zave"]
The Requirements Apprentice: Automated Assistance for Requirements Acquisition.	IEEE Trans. Software Eng.	1991	["Howard B. Reubenstein", "Richard C. Waters"]
Software Requirements Analysis for Real-Time Process-Control Systems.	IEEE Trans. Software Eng.	1991	["Matthew S. Jaffe", "Nancy G. Leveson", "Mats Per Erik Heimdahl", "Bonnie E. Melhart"]
Modeling and Verification of Time Dependent Systems Using Time Petri Nets.	IEEE Trans. Software Eng.	1991	["Bernard Berthomieu", "Michel Diaz"]
Rule-Based Design Methodology for Solving Control Problems.	IEEE Trans. Software Eng.	1991	["Farhad S. Etessami", "Gurdeep S. Hura"]
Models of Software Development Environments.	IEEE Trans. Software Eng.	1991	["Dewayne E. Perry", "Gail E. Kaiser"]
Efficient Algorithms for the Instantiated Transitive Closure Queries.	IEEE Trans. Software Eng.	1991	["Ghassan Z. Qadah", "Lawrence J. Henschen", "Jung J. Kim"]
An Approach to the Reliability Optimization of Software with Redundancy.	IEEE Trans. Software Eng.	1991	["Fevzi Belli", "Piotr Jedrzejowicz"]
Determining an Optimal Time Interval for Testing and Debugging Software.	IEEE Trans. Software Eng.	1991	["Nozer D. Singpurwalla"]
Composite Programs: Hierarchical Construction, Circularity, and Deadlocks.	IEEE Trans. Software Eng.	1991	["Waleed A. Muhanna"]
A Method for Software Reliability Analysis and Prediction Application to the TROPICO-R Switching System.	IEEE Trans. Software Eng.	1991	["Karama Kanoun", "Marta Rettelbusch de Bastos Martini", "Jorge Moreira de Souza"]
Software Reliability Allocation Based on Structure, Utility, Price, and Cost.	IEEE Trans. Software Eng.	1991	["Fatemeh Zahedi", "Noushin Ashrafi"]
Interprocess Communication Dependency on Network Load.	IEEE Trans. Software Eng.	1991	["Alessandro Braccini", "Alberto Del Bimbo", "Enrico Vicario"]
The KAT (Knowledge-Action-Transformation) Approach to the Modeling and Evaluation of Reliability and Availability Growth.	IEEE Trans. Software Eng.	1991	["Jean-Claude Laprie", "Karama Kanoun", "Christian B\u00e9ounes", "Mohamed Ka\u00e2niche"]
Defining Software by Continuous, Smooth Functions.	IEEE Trans. Software Eng.	1991	["Richard A. DeMillo", "Richard J. Lipton"]
Performance Analysis of Two-Phase Locking.	IEEE Trans. Software Eng.	1991	["Alexander Thomasian", "In Kyung Ryu"]
High Performance Software Testing on SIMD Machines.	IEEE Trans. Software Eng.	1991	["Edward W. Krauser", "Aditya P. Mathur", "Vernon Rego"]
Copying and Swapping: Influences on the Design of Reusable Software Components.	IEEE Trans. Software Eng.	1991	["Douglas E. Harms", "Bruce W. Weide"]
On the Optimal Total Processing Time Using Checkpoints.	IEEE Trans. Software Eng.	1991	["Boyan Dimitrov", "Zohel Khalil", "Nikolay Kolev", "Peter Petrov"]
The Processor Working Set and Its Use in Scheduling Multiprocessor Systems.	IEEE Trans. Software Eng.	1991	["Dipak Ghosal", "Giuseppe Serazzi", "Satish K. Tripathi"]
Informal and Formal Requirements Specification Languages: Bridging the Gap.	IEEE Trans. Software Eng.	1991	["Martin D. Fraser", "Kuldeep Kumar", "Vijay K. Vaishnavi"]
Teamwork Support in a Knowledge-Based Information Systems Environment.	IEEE Trans. Software Eng.	1991	["Udo Hahn", "Matthias Jarke", "Thomas Rose"]
The Estimation of Parameters of the Hypergeometric Distribution and Its Application to the Software Reliability Growth Model.	IEEE Trans. Software Eng.	1991	["Yoshihiro Tohma", "Hisashi Yamano", "Morio Ohba", "Raymond Jacoby"]
Using Flat Concurrent Prolog in System Modeling.	IEEE Trans. Software Eng.	1991	["Yoheved Dotan", "Benjamin Arazi"]
Specification of Fault-Tolerant System Issues by Predicate/Transition Nets and Regular Expressions-Approach and Case Study.	IEEE Trans. Software Eng.	1991	["Fevzi Belli", "Karl-Erwin Gro\u00dfpietsch"]
An Executable Language For Modeling Simple Behavior.	IEEE Trans. Software Eng.	1991	["Stanley Lee", "Suzanne Sluizer"]
A Contingency Approach to Estimating Record Selectivities.	IEEE Trans. Software Eng.	1991	["Pai-Cheng Chu"]
Testability of Software Components.	IEEE Trans. Software Eng.	1991	["Roy S. Freedman"]
Why is Software Late? An Empirical Study of Reasons For Delay in Software Development.	IEEE Trans. Software Eng.	1991	["Michiel van Genuchten"]
Test Selection Based on Finite State Models.	IEEE Trans. Software Eng.	1991	["Susumu Fujiwara", "Gregor von Bochmann", "Ferhat Khendek", "Mokhtar Amalou", "Abderrazak Ghedamsi"]
Information Resources Management in Heterogeneous, Distributed Environments: A Metadatabase Approach.	IEEE Trans. Software Eng.	1991	["Cheng Hsu", "M'hamed Bouziane", "Laurie Rattner", "Lester Yee"]
A Packaging System For Heterogeneous Execution Environments.	IEEE Trans. Software Eng.	1991	["John R. Callahan", "James M. Purtilo"]
On Weyuker's Axioms For Software Complexity Measures.	IEEE Trans. Software Eng.	1991	["John C. Cherniavsky", "Carl H. Smith"]
Analysis and Refinement of Software Test Data Adequacy Properties.	IEEE Trans. Software Eng.	1991	["Allen S. Parrish", "Stuart H. Zweben"]
Incremental Scanning and Parsing With Galaxy.	IEEE Trans. Software Eng.	1991	["John F. Beetem", "Anne F. Beetem"]
Rough Grammar For Efficient and Fault-Tolerant Computing on a Distributed System.	IEEE Trans. Software Eng.	1991	["Zbigniew M. W\u00f3jcik", "Barbara E. W\u00f3jcik"]
A Pre-Run-Time Scheduling Algorithm For Hard Real-Time Systems.	IEEE Trans. Software Eng.	1991	["Terry Shepard", "J. A. Martin Gagn\u00e9"]
Trie Hashing With Controlled Load.	IEEE Trans. Software Eng.	1991	["Witold Litwin", "Nick Roussopoulos", "G\u00e9rald L\u00e9vy", "Wang Hong"]
An Experimental Evaluation of Software Redundancy as a Strategy For Improving Reliability.	IEEE Trans. Software Eng.	1991	["Dave E. Eckhardt", "Alper K. Caglayan", "John C. Knight", "Larry D. Lee", "David F. McAllister", "Mladen A. Vouk", "John P. J. Kelly"]
Analyzing Partition Testing Strategies.	IEEE Trans. Software Eng.	1991	["Elaine J. Weyuker", "Bingchiang Jeng"]
An Optimistic Locking Technique For Concurrency Control in Distributed Databases.	IEEE Trans. Software Eng.	1991	["Ugur Halici", "Asuman Dogac"]
The Influence of Different Workload Descriptions on a Heuristic Load Balancing Scheme.	IEEE Trans. Software Eng.	1991	["Thomas Kunz"]
Efficient Algorithms For Selection of Recovery Points in Tree Task Models.	IEEE Trans. Software Eng.	1991	["Subhada K. Mishra", "Vijay V. Raghavan", "Nian-Feng Tzeng"]
Analyzing Hard-Real-Time Programs For Guaranteed Schedulability.	IEEE Trans. Software Eng.	1991	["Alexander D. Stoyenko", "V. Carl Hamacher", "Richard C. Holt"]
Using Program Slicing in Software Maintenance.	IEEE Trans. Software Eng.	1991	["Keith Brian Gallagher", "James R. Lyle"]
Prolog-Based Meta-Rules For Relational Database Representation and Manipulation.	IEEE Trans. Software Eng.	1991	["Timo Niemi", "Kalervo J\u00e4rvelin"]
Invariant-Based Verification of a Distributed Deadlock Detection Algorithm.	IEEE Trans. Software Eng.	1991	["Ajay D. Kshemkalyani", "Mukesh Singhal"]
An Information Retrieval Approach For Automatically Constructing Software Libraries.	IEEE Trans. Software Eng.	1991	["Yo\u00eblle S. Maarek", "Daniel M. Berry", "Gail E. Kaiser"]
Specification and Design of Transactions in Information Systems: A Formal Approach.	IEEE Trans. Software Eng.	1991	["Gilbert Babin", "Fran\u00e7ois Lustman", "Peretz Shoval"]
A Case History Analysis of Software Error Cause-Effect Relationships.	IEEE Trans. Software Eng.	1991	["Takeshi Nakajo", "Hitoshi Kume"]
Estimeetings: Development Estimates and a Front-End Process For a Large Project.	IEEE Trans. Software Eng.	1991	["Louis M. Taff", "James W. Borchering", "W. Richard Hudgins Jr."]
Semi-Automatic Program Construction From Specifications Using Library Modules.	IEEE Trans. Software Eng.	1991	["Fujio Nishida", "Shinobu Takamatsu", "Yoneharu Fujita", "Tadaaki Tani"]
Fragmenting Relations Horizontally Using a Knowledge-Based Approach.	IEEE Trans. Software Eng.	1991	["Dong-Guk Shin", "Keki B. Irani"]
Software Specialization Via Symbolic Execution.	IEEE Trans. Software Eng.	1991	["Alberto Coen-Porisini", "Flavio De Paoli", "Carlo Ghezzi", "Dino Mandrioli"]
Constraint-Based Automatic Test Data Generation.	IEEE Trans. Software Eng.	1991	["Richard A. DeMillo", "A. Jefferson Offutt"]
Adaptive Programming.	IEEE Trans. Software Eng.	1991	["Mohamed G. Gouda", "Ted Herman"]
The Probability of Load Balancing Success in a Homogeneous Network.	IEEE Trans. Software Eng.	1991	["C. Gary Rommel"]
Automated Module Testing in Prolog.	IEEE Trans. Software Eng.	1991	["Daniel Hoffman", "Paul A. Strooper"]
Managing Communication Networks by Monitoring Databases.	IEEE Trans. Software Eng.	1991	["Ouri Wolfson", "Soumitra Sengupta", "Yechiam Yemini"]
On Rigorous Transaction Scheduling.	IEEE Trans. Software Eng.	1991	["Yuri Breitbart", "Dimitrios Georgakopoulos", "Marek Rusinkiewicz", "Abraham Silberschatz"]
A Management Tool For Evaluation of Software Designs.	IEEE Trans. Software Eng.	1991	["Sergio C\u00e1rdenas-Garc\u00eda", "Marvin V. Zelkowitz"]
A Linear Algorithm For Generating Random Numbers With a Given Distribution.	IEEE Trans. Software Eng.	1991	["Michael D. Vose"]
On the Complexity of Generating Optimal Test Sequences.	IEEE Trans. Software Eng.	1991	["Sylvia C. Boyd", "Hasan Ural"]
Heap-Filter Merge Join: A New Algorithm For Joining Medium-Size Inputs.	IEEE Trans. Software Eng.	1991	["Goetz Graefe"]
Semi-Distributed Load Balancing For Massively Parallel Multicomputer Systems.	IEEE Trans. Software Eng.	1991	["Ishfaq Ahmad", "Arif Ghafoor"]
Stochastic Bounds on Execution Times of Parallel Programs.	IEEE Trans. Software Eng.	1991	["Nihal Yazici-Pekergin", "Jean-Marc Vincent"]
Performance Analysis of Time Warp With Multiple Homogeneous Processors.	IEEE Trans. Software Eng.	1991	["Anurag Gupta", "Ian F. Akyildiz", "Richard Fujimoto"]
Executing DSP Applications in a Fine-Grained Dataflow Environment.	IEEE Trans. Software Eng.	1991	["Ivan P. Radivojevic", "Jayantha A. Herath"]
MIDAS: Integrated Design and Simulation of Distributed Systems.	IEEE Trans. Software Eng.	1991	["Rajive Bagrodia", "Chien-Chung Shen"]
